@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-9,11-40,43-49,52,55-56,58-102,106-234,236-260,262-287,290-366,370-510,512-523,525-558,560-562'

@attribute tBodyAcc-max()-X numeric
@attribute tGravityAcc-mean()-X numeric
@attribute tGravityAcc-mean()-Y numeric
@attribute tGravityAcc-max()-X numeric
@attribute tGravityAcc-max()-Y numeric
@attribute tGravityAcc-min()-X numeric
@attribute tGravityAcc-min()-Y numeric
@attribute tGravityAcc-energy()-X numeric
@attribute tBodyAccJerk-entropy()-X numeric
@attribute tBodyAccJerk-entropy()-Y numeric
@attribute tBodyAccJerk-entropy()-Z numeric
@attribute tBodyAccJerkMag-entropy() numeric
@attribute tBodyGyroJerkMag-entropy() numeric
@attribute fBodyAcc-entropy()-X numeric
@attribute fBodyAcc-entropy()-Y numeric
@attribute fBodyAccJerk-entropy()-X numeric
@attribute fBodyAccJerk-entropy()-Y numeric
@attribute fBodyAccJerk-entropy()-Z numeric
@attribute fBodyAccMag-entropy() numeric
@attribute fBodyBodyAccJerkMag-entropy() numeric
@attribute angle(X-gravityMean) numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.923457,0.878663,0.226377,0.809934,0.196906,0.899086,0.242967,0.682222,-0.736279,-0.633616,-0.681567,-0.614744,-0.278689,-1,-0.614818,-1,-0.823157,-0.900162,-0.573199,-0.828516,-0.663236,SITTING
-0.923457,0.877772,0.230634,0.805232,0.199066,0.899048,0.250807,0.680005,-0.674508,-0.4754,-0.477082,-0.479523,-0.009759,-1,-0.614818,-1,-0.764658,-0.776626,-0.574261,-0.839332,-0.657606,SITTING
-0.92665,0.879169,0.232294,0.806153,0.19935,0.899048,0.253961,0.683478,-0.714976,-0.522009,-0.47383,-0.579537,-0.217481,-0.946357,-0.703136,-1,-0.792618,-0.803164,-0.658172,-0.861217,-0.660023,SITTING
-0.943729,0.879664,0.233583,0.806153,0.202414,0.901021,0.256093,0.684709,-0.85712,-0.733142,-0.747042,-0.758814,-0.536644,-0.946357,-0.83986,-1,-1,-0.942216,-1,-1,-0.661555,SITTING
-0.939946,0.878768,0.236152,0.804798,0.205229,0.8993,0.256459,0.682479,-0.785263,-0.74436,-0.794382,-0.809698,-0.595914,-1,-1,-1,-1,-1,-0.946182,-1,-0.659479,SITTING
-0.93931,0.877747,0.239079,0.804662,0.20738,0.898803,0.259597,0.679942,-0.679877,-0.498183,-0.641475,-0.67079,-0.27646,-1,-0.812205,-1,-1,-1,-0.907014,-0.940965,-0.656755,SITTING
-0.920324,0.876386,0.240576,0.802731,0.207487,0.896595,0.262411,0.676563,-0.593014,-0.318553,-0.425092,-0.49618,-0.004113,-0.907316,-0.685704,-1,-0.764658,-0.670573,-0.66252,-0.898,-0.653823,SITTING
-0.920324,0.874922,0.240131,0.802214,0.207487,0.896008,0.262487,0.672933,-0.519971,-0.323297,-0.302369,-0.365299,0.071203,-0.946357,-0.616562,-0.902724,-0.715006,-0.670573,-0.612935,-0.828516,-0.65131,SITTING
-0.939206,0.873564,0.239133,0.799966,0.205887,0.894637,0.261135,0.669566,-0.661795,-0.414641,-0.397704,-0.424556,-0.093159,-0.946357,-0.654294,-1,-0.738881,-0.776626,-0.676235,-0.828516,-0.649887,SITTING
-0.941629,0.872485,0.238148,0.79939,0.205757,0.893393,0.260542,0.666895,-0.769828,-0.416336,-0.56175,-0.533217,-0.237537,-1,-0.703136,-1,-0.715006,-0.864158,-0.710199,-0.861217,-0.647882,SITTING
-0.941629,0.871481,0.237367,0.798003,0.203972,0.892962,0.260522,0.664413,-0.730889,-0.457263,-0.597391,-0.633361,-0.358014,-1,-0.785427,-1,-0.894813,-1,-0.873482,-1,-0.645197,SITTING
-0.935494,0.871038,0.237033,0.796992,0.203631,0.892962,0.259625,0.663316,-0.629915,-0.558021,-0.546321,-0.642404,-0.232507,-1,-0.812205,-1,-0.85688,-0.83215,-0.843671,-1,-0.643665,SITTING
-0.926328,0.871933,0.236561,0.798813,0.203388,0.893089,0.259625,0.665531,-0.428081,-0.34726,-0.351386,-0.435782,0.008309,-0.678362,-0.640172,-0.836457,-0.692824,-0.803164,-0.648734,-0.861217,-0.644965,SITTING
-0.763077,0.952044,-0.02009,0.891155,0.011731,0.928905,-0.052607,0.869831,-0.155837,-0.134733,-0.194174,-0.046506,0.320965,-0.219899,-0.202633,-0.445777,-0.418223,-0.573447,-0.065693,-0.407855,-0.857218,SITTING
-0.920575,0.956212,0.03026,0.891155,0.015484,0.971092,0.002402,0.880559,-0.332043,-0.415813,-0.41924,-0.434918,-0.027673,-0.626901,-0.439027,-0.782358,-0.738881,-0.75216,-0.485,-0.940965,-0.843024,SITTING
-0.920575,0.952489,0.038066,0.879789,0.015484,0.971092,0.057507,0.870758,-0.398019,-0.57132,-0.434459,-0.55165,-0.069562,-0.748883,-0.563884,-0.836457,-0.894813,-0.803164,-0.648734,-0.940965,-0.83225,SITTING
-0.935081,0.953616,0.035699,0.87994,0.012733,0.971817,0.057507,0.873711,-0.590103,-0.583302,-0.515146,-0.748176,-0.35671,-0.946357,-0.812205,-1,-1,-0.942216,-0.843671,-1,-0.835765,SITTING
-0.86068,0.952391,0.0384,0.87994,0.01376,0.970759,0.048435,0.870501,-0.327358,-0.123181,-0.323621,-0.120663,0.26854,-0.47524,-0.010908,-0.565535,-0.16154,-0.431181,-0.062795,-0.261987,-0.833915,SITTING
-0.86068,0.956533,0.007297,0.890745,0.01376,0.970759,-0.025834,0.881404,-0.074345,0.149083,-0.155963,0.089959,0.570855,-0.315493,0.009736,-0.463177,-0.056491,-0.309339,-0.027087,-0.28052,-0.858204,SITTING
-0.887166,0.96185,-0.039806,0.890745,-0.007503,0.974655,-0.028225,0.895383,-0.161744,-0.141948,-0.334741,-0.247824,0.218286,-0.471725,-0.239709,-0.578947,-0.246425,-0.511158,-0.12587,-0.266934,-0.868241,SITTING
-0.912377,0.959084,-0.053172,0.890421,-0.071301,0.97397,-0.028225,0.888093,-0.358008,-0.444129,-0.571874,-0.530347,-0.146551,-0.637085,-0.709665,-0.808214,-0.823157,-0.83215,-0.606812,-1,-0.843303,SITTING
-0.93403,0.954374,-0.045782,0.883998,-0.065543,0.972194,-0.027132,0.875704,-0.48668,-0.493336,-0.562984,-0.57902,-0.217852,-0.76992,-0.757953,-0.902724,-0.85688,-0.900162,-0.763713,-1,-0.825027,SITTING
-0.933031,0.952502,-0.040595,0.878995,-0.065543,0.972194,-0.017332,0.87079,-0.600266,-0.581036,-0.562984,-0.644473,-0.347386,-0.946357,-1,-1,-1,-0.942216,-0.907014,-1,-0.819045,SITTING
-0.933031,0.953654,-0.040717,0.880011,-0.06592,0.97224,-0.014064,0.873813,-0.699834,-0.664223,-0.677332,-0.710391,-0.446782,-1,-0.94487,-1,-1,-1,-0.907014,-1,-0.820174,SITTING
-0.935517,0.954488,-0.040179,0.880147,-0.065836,0.974276,-0.014064,0.875999,-0.722552,-0.678854,-0.692987,-0.739273,-0.383027,-1,-1,-1,-1,-1,-1,-1,-0.821794,SITTING
-0.935517,0.954783,-0.038763,0.880888,-0.062544,0.974312,-0.012348,0.876774,-0.632243,-0.641477,-0.61444,-0.727365,-0.350519,-0.907316,-0.870398,-1,-1,-1,-0.946182,-1,-0.821406,SITTING
-0.931487,0.954166,-0.036171,0.880888,-0.0601,0.97292,-0.01201,0.875154,-0.569787,-0.641477,-0.584391,-0.743681,-0.4054,-0.873892,-0.904748,-1,-1,-0.900162,-0.843671,-1,-0.817576,SITTING
-0.71337,-0.406202,0.949186,-0.337617,0.913913,-0.430642,0.949212,-0.992325,0.007264,0.031465,-0.214721,-0.01484,0.549472,-0.178301,-0.172383,-0.399907,-0.337008,-0.467505,-0.271517,-0.44311,0.543939,LAYING
-0.755683,-0.337833,0.942394,-0.35421,0.903426,-0.411499,0.949212,-0.979905,-0.235271,0.053977,-0.166515,-0.094645,0.329674,-0.091865,-0.308107,-0.565535,-0.385523,-0.505518,-0.350532,-0.481382,0.493871,LAYING
-0.93046,-0.325423,0.954874,-0.35421,0.915102,-0.349659,0.95103,-0.978274,-0.187881,0.051945,-0.235228,-0.162822,0.249082,-0.397094,-0.317422,-0.646947,-0.357143,-0.554094,-0.486786,-0.682105,0.48503,LAYING
-0.939526,-0.394771,0.967677,-0.381556,0.919879,-0.401819,0.969525,-0.992422,-0.26765,-0.166237,-0.357933,-0.245704,0.233243,-0.439059,-0.457087,-0.73644,-0.574643,-0.670573,-0.493351,-0.770226,0.535149,LAYING
-0.928576,-0.444567,0.972386,-0.469354,0.92,-0.406602,0.981131,-0.998915,-0.486168,-0.507616,-0.583259,-0.589149,-0.078559,-0.625427,-0.786886,-0.943699,-0.93912,-0.900162,-0.695654,-0.940965,0.570898,LAYING
-0.923035,-0.455942,0.97359,-0.521477,0.921311,-0.406602,0.985828,-0.999676,-0.449315,-0.489596,-0.591562,-0.547211,-0.071471,-0.694179,-0.786886,-0.867644,-0.894813,-0.942216,-0.843671,-0.898,0.579053,LAYING
-0.923035,-0.454906,0.974199,-0.521431,0.921416,-0.406412,0.985839,-0.999639,-0.506324,-0.479127,-0.590084,-0.561132,-0.192472,-0.76992,-0.685704,-0.902724,-0.85688,-0.864158,-0.907014,-0.940965,0.578312,LAYING
-0.933625,-0.457424,0.974587,-0.521431,0.921972,-0.410658,0.986707,-0.999719,-0.584608,-0.574609,-0.577394,-0.635192,-0.300778,-0.873892,-0.763544,-1,-0.894813,-0.942216,-0.946182,-1,0.580113,LAYING
-0.935783,-0.461772,0.974938,-0.525954,0.92207,-0.412586,0.986714,-0.999844,-0.583068,-0.495444,-0.587218,-0.603413,-0.167125,-0.817269,-0.703136,-0.943699,-0.85688,-0.900162,-0.791957,-0.940965,0.583226,LAYING
-0.936763,-0.46567,0.975382,-0.530238,0.92346,-0.421872,0.987283,-0.999917,-0.571396,-0.373184,-0.590084,-0.543612,-0.018835,-0.844178,-0.685704,-1,-0.792618,-0.864158,-0.739177,-0.861217,0.586015,LAYING
-0.936852,-0.471768,0.976812,-0.531974,0.925752,-0.424613,0.987283,-0.999974,-0.499134,-0.418373,-0.581074,-0.586346,-0.070549,-0.817269,-0.741924,-0.943699,-0.93912,-0.864158,-0.739177,-1,0.590378,LAYING
-0.936852,-0.475492,0.978754,-0.541723,0.926291,-0.424613,0.98952,-1,-0.520988,-0.555278,-0.611956,-0.688022,-0.248455,-0.946357,-0.763544,-0.943699,-0.93912,-1,-0.946182,-1,0.593043,LAYING
-0.938278,-0.475422,0.978719,-0.542891,0.926291,-0.426608,0.99014,-1,-0.615787,-0.574453,-0.748947,-0.737267,-0.411241,-0.873892,-0.870398,-0.943699,-0.894813,-1,-0.946182,-1,0.592993,LAYING
-0.857695,-0.260983,0.93228,0.378942,0.968307,-0.471887,0.654412,-0.872122,0.167384,-0.069831,-0.145992,0.022855,0.442736,0.063527,0.046844,-0.491785,-0.25624,-0.545653,0.187331,-0.370767,0.432925,LAYING
-0.857695,-0.479329,1,-0.488552,0.968307,-0.471887,0.992635,-0.99911,-0.447661,-0.142915,-0.442335,-0.287608,0.086257,-0.665253,-0.427428,-0.867644,-0.634972,-0.864158,-0.611095,-0.740806,0.595746,LAYING
-0.908369,-0.458303,0.984831,-0.510798,0.945195,-0.440483,0.992635,-0.999595,-0.585694,-0.272041,-0.643398,-0.443751,-0.103334,-0.677286,-0.551706,-0.943699,-0.652923,-0.942216,-0.693183,-0.861217,0.58072,LAYING
-0.932341,-0.471483,0.986348,-0.511875,0.934934,-0.435102,0.993037,-0.9998,-0.528335,-0.297737,-0.615806,-0.475171,-0.159748,-0.696642,-0.6035,-0.867644,-0.715006,-0.900162,-0.728456,-0.861217,0.590173,LAYING
-0.932341,-0.484799,0.988051,-0.54452,0.934934,-0.435102,1,-0.999901,-0.571724,-0.513935,-0.654071,-0.658467,-0.264186,-0.873892,-0.786886,-0.943699,-0.894813,-0.942216,-0.853531,-0.940965,0.599695,LAYING
-0.937831,-0.484665,0.988104,-0.551278,0.935288,-0.435102,1,-0.999908,-0.599595,-0.68831,-0.682783,-0.752933,-0.357659,-0.907316,-0.904748,-1,-1,-1,-0.946182,-1,0.599599,LAYING
-0.942181,-0.484371,0.988404,-0.551278,0.935289,-0.434694,0.999839,-0.999914,-0.623958,-0.672018,-0.713096,-0.770405,-0.435884,-0.873892,-0.94487,-1,-0.93912,-1,-0.873482,-1,0.599386,LAYING
-0.93733,-0.485721,0.987638,-0.551733,0.935289,-0.434783,0.999101,-0.999888,-0.73722,-0.699528,-0.753597,-0.862406,-0.484477,-1,-0.904748,-1,-1,-1,-0.946182,-1,0.600356,LAYING
-0.928609,-0.485179,0.986681,-0.551937,0.933678,-0.434783,0.998432,-0.999899,-0.595687,-0.598054,-0.700664,-0.649968,-0.235386,-0.748883,-0.870398,-0.902724,-0.93912,-1,-0.748065,-0.940965,0.599974,LAYING
-0.925231,-0.484904,0.986316,-0.551937,0.932963,-0.434485,0.998427,-0.999904,-0.534868,-0.449527,-0.661284,-0.629979,-0.139751,-0.71114,-0.812205,-0.943699,-0.823157,-1,-0.816674,-0.940965,0.599779,LAYING
-0.925231,-0.484594,0.986822,-0.550843,0.934452,-0.434485,0.998427,-0.999909,-0.543631,-0.580932,-0.726076,-0.706886,-0.210043,-0.817269,-0.812205,-1,-0.93912,-1,-0.946182,-1,0.599553,LAYING
-0.933107,-0.484964,0.987727,-0.550843,0.934551,-0.435426,0.999051,-0.999901,-0.541505,-0.710601,-0.739476,-0.733145,-0.25161,-0.817269,-0.870398,-0.943699,-1,-1,-1,-1,0.599812,LAYING
-0.933107,-0.485864,0.987653,-0.552202,0.934551,-0.435426,0.999338,-0.999885,-0.577116,-0.587266,-0.687609,-0.644093,-0.161171,-0.844178,-0.83986,-0.943699,-0.85688,-1,-0.816674,-0.940965,0.600455,LAYING
-0.889782,-0.486513,0.986926,-0.552593,0.933813,-0.438102,0.998843,-0.99987,-0.431862,-0.428991,-0.639465,-0.408203,0.100643,-0.553841,-0.721837,-0.696827,-0.715006,-0.864158,-0.657917,-0.723642,0.600924,LAYING
-0.889782,-0.489797,0.986467,-0.553455,0.933186,-0.440585,0.998082,-0.999786,-0.249373,-0.232881,-0.560969,-0.293008,0.206239,-0.558917,-0.478752,-0.646947,-0.602641,-0.864158,-0.552783,-0.723642,0.603273,LAYING
-0.211853,0.964601,-0.199999,0.897795,-0.208246,0.973197,-0.189184,0.902681,0.614381,0.587343,0.38681,0.68222,0.876188,0.530539,0.450247,0.521095,0.539752,0.019655,0.446247,0.304126,-0.818558,WALKING
0.115501,0.958754,-0.211435,0.897382,-0.213768,0.971815,-0.188443,0.887244,0.710589,0.729455,0.49221,0.734288,0.86898,0.573929,0.404199,0.713991,0.495087,0.083135,0.590873,0.496805,-0.810737,WALKING
0.115501,0.958542,-0.214561,0.887718,-0.227842,0.971815,-0.188443,0.886668,0.686553,0.774711,0.485836,0.758276,0.85884,0.589021,0.535867,0.757617,0.510888,0.097361,0.497415,0.649289,-0.80827,WALKING
-0.222206,0.962422,-0.207918,0.894911,-0.215189,0.97832,-0.18719,0.896893,0.658162,0.733336,0.335478,0.762297,0.893806,0.542192,0.546625,0.493639,0.591946,-0.034353,0.413569,0.26155,-0.815333,WALKING
-0.063898,0.966809,-0.196433,0.89615,-0.209524,0.979757,-0.178745,0.908495,0.646034,0.635466,0.357428,0.748907,0.885268,0.717482,0.522684,0.664206,0.529979,-0.078783,0.335858,0.362686,-0.826844,WALKING
-0.063898,0.969336,-0.191018,0.89615,-0.209524,0.987057,-0.163805,0.915182,0.697511,0.719826,0.345183,0.661693,0.87912,0.619271,0.506814,0.644473,0.486835,-0.070561,0.373228,0.407304,-0.831454,WALKING
-0.253781,0.966638,-0.191213,0.895846,-0.209935,0.981579,-0.163819,0.90804,0.643972,0.781953,0.25971,0.698004,0.891757,0.548506,0.529086,0.423896,0.527938,-0.057679,0.386295,0.297983,-0.83084,WALKING
-0.058905,0.96718,-0.187407,0.89712,-0.201438,0.981579,-0.163819,0.909479,0.524451,0.731746,0.19848,0.73989,0.845214,0.686406,0.533292,0.621794,0.627502,-0.121131,0.428819,0.310533,-0.835054,WALKING
-0.058905,0.968349,-0.179759,0.89712,-0.156537,0.983989,-0.165117,0.91257,0.521442,0.646014,0.131701,0.719128,0.869322,0.625159,0.661138,0.553426,0.681692,-0.132841,0.437794,0.342796,-0.84174,WALKING
-0.229552,0.966867,-0.152313,0.89495,-0.139887,0.98219,-0.165117,0.908643,0.544079,0.662761,0.239203,0.775542,0.846992,0.531168,0.714513,0.644661,0.744719,-0.113885,0.475262,0.406455,-0.866015,WALKING
0.07843,0.965679,-0.163382,0.895858,-0.139887,0.979939,-0.182424,0.905501,0.554974,0.710217,0.407576,0.736195,0.86089,0.677458,0.59438,0.641068,0.628923,-0.021493,0.498851,0.499424,-0.857823,WALKING
0.155714,0.964291,-0.205318,0.896823,-0.188054,0.973527,-0.187556,0.901848,0.771713,0.717992,0.403648,0.705187,0.902274,0.584042,0.543839,0.808914,0.496783,0.022651,0.494441,0.508649,-0.818255,WALKING
0.21783,0.960729,-0.214593,0.896823,-0.231005,0.970358,-0.188067,0.892465,0.781934,0.729837,0.37389,0.716644,0.902274,0.6537,0.528522,0.681253,0.553895,0.023559,0.472846,0.584826,-0.808636,WALKING
0.21783,0.965034,-0.212672,0.90179,-0.221972,0.970358,-0.188067,0.903861,0.682666,0.685987,0.42967,0.731425,0.898894,0.771605,0.572141,0.733667,0.604578,0.095911,0.576769,0.566181,-0.810932,WALKING
-0.190328,0.968502,-0.203334,0.90179,-0.21361,0.977078,-0.184435,0.913005,0.625031,0.765913,0.447498,0.744463,0.905654,0.761335,0.504153,0.759601,0.64918,-0.027897,0.50975,0.62098,-0.820395,WALKING
-0.089839,0.965138,-0.211534,0.898946,-0.222999,0.979944,-0.189043,0.904077,0.663602,0.615438,0.339755,0.661069,0.822167,0.623198,0.412483,0.61165,0.46465,-0.109223,0.447514,0.330252,-0.810526,WALKING
-0.00127,0.967447,-0.209648,0.898946,-0.226966,0.975777,-0.189043,0.91019,0.682438,0.746747,0.354046,0.723429,0.901556,0.706552,0.486262,0.564219,0.563081,-0.049622,0.370569,0.432944,-0.814279,WALKING
-0.00127,0.959539,-0.213051,0.897999,-0.226966,0.970808,-0.191558,0.889341,0.586337,0.820012,0.445339,0.769381,0.906373,0.749592,0.573556,0.708271,0.602093,-0.036691,0.438444,0.4848,-0.810001,WALKING
-0.107127,0.953868,-0.216615,0.883631,-0.234635,0.970808,-0.191558,0.874377,0.542536,0.816938,0.520278,0.704445,0.86096,0.699882,0.484684,0.637298,0.581026,-0.049913,0.488252,0.426908,-0.805776,WALKING
-0.138375,0.956843,-0.214715,0.885616,-0.231685,0.972682,-0.188553,0.882191,0.653903,0.669033,0.460112,0.688212,0.900225,0.66711,0.703985,0.482473,0.603572,0.131099,0.552798,0.438843,-0.808059,WALKING
0.277243,0.966673,-0.208983,0.909405,-0.222477,0.976242,-0.188464,0.90822,0.762514,0.565686,0.453165,0.784631,0.947757,0.649188,0.595408,0.681046,0.695399,0.169556,0.561142,0.58154,-0.814968,WALKING
0.336508,0.97504,-0.202372,0.909405,-0.219307,0.979493,-0.179279,0.930389,0.731316,0.640707,0.533791,0.803733,0.888754,0.658857,0.604023,0.841102,0.549167,0.132352,0.644581,0.698697,-0.822438,WALKING
0.336508,0.969741,-0.20187,0.908202,-0.219307,0.981153,-0.175269,0.9163,0.693281,0.683425,0.466966,0.742186,0.883736,0.732564,0.639867,0.773351,0.660948,-0.031234,0.53102,0.490017,-0.822257,WALKING
0.059184,0.96554,-0.199155,0.901191,-0.210196,0.981153,-0.175349,0.905139,0.706361,0.670584,0.37619,0.747534,0.928431,0.663555,0.588776,0.608359,0.650181,-0.051322,0.444861,0.390561,-0.82425,WALKING
0.059184,0.96914,-0.193049,0.907613,-0.209218,0.975896,-0.175349,0.914714,0.753626,0.768479,0.458869,0.780585,0.938948,0.588902,0.657965,0.721747,0.698288,-0.020545,0.459284,0.506236,-0.829948,WALKING
-0.12777,0.960853,-0.193852,0.907613,-0.209218,0.965353,-0.170552,0.892893,0.703845,0.776537,0.422199,0.775615,0.881888,0.696416,0.391215,0.753125,0.62204,-0.057645,0.449619,0.457987,-0.828059,WALKING
-0.201613,0.954101,-0.197664,0.887883,-0.215768,0.965353,-0.170662,0.875008,0.747545,0.620667,0.290343,0.752394,0.838454,0.748871,0.51886,0.67547,0.549476,-0.035111,0.484045,0.41502,-0.824162,WALKING
-0.130747,0.958695,-0.198011,0.888475,-0.216077,0.971802,-0.171883,0.88707,0.748996,0.645137,0.382461,0.68457,0.875128,0.749875,0.44311,0.680188,0.477566,0.019655,0.383991,0.559599,-0.824675,WALKING
-0.073252,0.96148,-0.191324,0.894011,-0.197587,0.976093,-0.171883,0.894414,0.655385,0.630308,0.337904,0.717945,0.896739,0.637383,0.677534,0.735574,0.629089,-0.045095,0.536701,0.461651,-0.831513,WALKING
0.540279,0.945176,-0.171049,0.886222,-0.182373,0.954227,-0.172794,0.851674,0.674944,0.458611,0.29144,0.746513,0.907703,0.638386,0.362293,0.72944,0.630734,-0.060138,0.76373,0.541507,-0.849034,WALKING_DOWNSTAIRS
0.540279,0.948947,-0.174382,0.886179,-0.182373,0.958164,-0.158402,0.861513,0.640567,0.619497,0.303605,0.805386,0.940279,0.748702,0.588604,0.820496,0.622396,0.0822,0.652269,0.602371,-0.846675,WALKING_DOWNSTAIRS
0.524183,0.950099,-0.178145,0.886179,-0.189241,0.960834,-0.158402,0.864518,0.50524,0.628174,0.434513,0.809966,0.900225,0.796723,0.64272,0.810337,0.578672,0.159193,0.652706,0.641317,-0.84312,WALKING_DOWNSTAIRS
0.629561,0.943573,-0.178917,0.880954,-0.189241,0.941202,-0.160415,0.847558,0.414822,0.481484,0.522481,0.809959,0.950419,0.703902,0.637549,0.820821,0.626189,0.085024,0.719555,0.656284,-0.841327,WALKING_DOWNSTAIRS
0.629561,0.931115,-0.173113,0.880954,-0.169086,0.938343,-0.160415,0.815264,0.556646,0.451804,0.39279,0.873907,0.842407,0.83752,0.722097,0.825776,0.986115,0.075459,0.797326,0.767914,-0.84582,WALKING_DOWNSTAIRS
0.555874,0.929832,-0.158739,0.864199,-0.167846,0.938343,-0.151025,0.811874,0.711141,0.547635,0.297305,0.868305,0.842984,0.853867,0.799994,0.813845,0.909439,0.180693,0.880178,0.840991,-0.860151,WALKING_DOWNSTAIRS
0.567275,0.93285,-0.157172,0.864199,-0.167846,0.94636,-0.136433,0.819636,0.650811,0.594181,0.351646,0.835788,0.910812,0.658301,0.569562,0.860551,0.825529,0.219492,0.831542,0.516933,-0.862092,WALKING_DOWNSTAIRS
0.661654,0.928853,-0.154127,0.863244,-0.171993,0.942252,-0.136307,0.809322,0.631539,0.574111,0.290541,0.837271,0.911083,0.823458,0.513358,0.669782,0.78084,0.199625,0.763594,0.577543,-0.864766,WALKING_DOWNSTAIRS
0.696129,0.925251,-0.187001,0.887601,-0.195038,0.925382,-0.181764,0.800219,0.532282,0.683339,0.412897,0.848013,0.958616,0.89653,0.62635,0.892945,0.801716,0.333694,0.910339,0.696065,-0.831475,WALKING_DOWNSTAIRS
0.696129,0.93005,-0.208888,0.886715,-0.195463,0.925382,-0.20478,0.812714,0.550231,0.813597,0.47422,0.778398,0.869699,0.850608,0.72198,0.816298,0.647408,0.363173,0.765313,0.737136,-0.810274,WALKING_DOWNSTAIRS
0.47163,0.948007,-0.219912,0.886715,-0.222321,0.944544,-0.20478,0.859098,0.561767,0.768563,0.439237,0.723547,0.873691,0.691961,0.594129,0.685012,0.710243,0.205217,0.691699,0.6344,-0.802116,WALKING_DOWNSTAIRS
0.597743,0.947492,-0.211343,0.882261,-0.222321,0.952333,-0.203948,0.857702,0.662877,0.631248,0.331359,0.819797,0.92604,0.899597,0.565306,0.658169,0.667307,-0.061317,0.741077,0.490314,-0.809829,WALKING_DOWNSTAIRS
0.597743,0.933919,-0.213244,0.878806,-0.226783,0.916585,-0.207152,0.822592,0.624918,0.554342,0.479671,0.837161,0.917459,0.865274,0.694527,0.757442,0.724798,0.272851,0.75441,0.612595,-0.804729,WALKING_DOWNSTAIRS
0.660661,0.913707,-0.235184,0.862489,-0.228912,0.916585,-0.231006,0.770614,0.542988,0.607525,0.539418,0.838182,0.900225,0.841194,0.692801,0.866794,0.523409,0.348857,0.776551,0.752508,-0.781447,WALKING_DOWNSTAIRS
0.660661,0.912603,-0.235997,0.869444,-0.215909,0.916642,-0.231006,0.767767,0.626866,0.682655,0.438842,0.855801,0.92273,0.767452,0.636593,0.723863,0.58605,0.121562,0.688564,0.628735,-0.781147,WALKING_DOWNSTAIRS
0.680349,0.925991,-0.207297,0.869556,-0.212105,0.928788,-0.212869,0.802054,0.682009,0.829054,0.42308,0.881623,0.945708,0.784031,0.625438,0.747723,0.746532,0.304772,0.808375,0.674494,-0.811467,WALKING_DOWNSTAIRS
0.566071,0.939728,-0.216527,0.885285,-0.223922,0.952365,-0.203436,0.837485,0.539718,0.810523,0.343773,0.842665,0.912414,0.812767,0.665365,0.864582,0.757522,0.305868,0.745319,0.731085,-0.804268,WALKING_DOWNSTAIRS
0.566071,0.935432,-0.226838,0.866939,-0.226936,0.947096,-0.205529,0.826318,0.481703,0.789835,0.47837,0.856822,0.907432,0.822276,0.468967,0.789314,0.698774,0.389593,0.788698,0.682674,-0.793066,WALKING_DOWNSTAIRS
0.556234,0.930827,-0.219817,0.863561,-0.215299,0.940607,-0.205529,0.81442,0.441713,0.570756,0.42258,0.850479,0.854742,0.806246,0.726076,0.760477,0.758059,0.337139,0.801381,0.582114,-0.79889,WALKING_DOWNSTAIRS
0.67105,0.929152,-0.21501,0.861305,-0.215299,0.940607,-0.203953,0.810093,0.538165,0.62581,0.483393,0.816869,0.892746,0.819846,0.654704,0.734687,0.726131,0.310412,0.67488,0.574076,-0.802097,WALKING_DOWNSTAIRS
0.67105,0.936216,-0.215896,0.874497,-0.213321,0.94567,-0.203953,0.828399,0.538734,0.825191,0.445124,0.771386,0.902274,0.822476,0.677256,0.747765,0.76556,0.229235,0.68556,0.492795,-0.801727,WALKING_DOWNSTAIRS
0.602032,0.949341,-0.205159,0.888539,-0.212548,0.950423,-0.202202,0.862586,0.409086,0.805452,0.391624,0.772055,0.907319,0.744863,0.596579,0.824331,0.655557,0.163485,0.717682,0.431083,-0.814852,WALKING_DOWNSTAIRS
0.538708,0.950536,-0.220254,0.888539,-0.212548,0.953232,-0.220692,0.865717,0.61017,0.65506,0.245871,0.783493,0.862562,0.671184,0.524983,0.625717,0.616141,0.090774,0.578917,0.486938,-0.800268,WALKING_DOWNSTAIRS
0.593847,0.933444,-0.24218,0.884328,-0.241597,0.935932,-0.221007,0.821325,0.717222,0.63191,0.360781,0.834767,0.847264,0.771923,0.471618,0.840838,0.69574,0.184967,0.740416,0.621898,-0.777454,WALKING_DOWNSTAIRS
0.229528,0.960248,-0.234795,0.904882,-0.196954,0.944982,-0.270066,0.891382,0.674841,0.459683,0.249492,0.745881,0.876188,0.537704,0.471038,0.552429,0.479311,0.024203,0.518307,0.389749,-0.782793,WALKING_UPSTAIRS
0.219814,0.935627,-0.288907,0.895211,-0.256638,0.936595,-0.270066,0.827104,0.546234,0.476791,0.242508,0.707373,0.813428,0.528175,0.426218,0.569862,0.473313,-0.064758,0.528876,0.277289,-0.73298,WALKING_UPSTAIRS
0.219814,0.921553,-0.30278,0.852565,-0.314572,0.932387,-0.29345,0.790552,0.530286,0.496042,0.337497,0.718225,0.895855,0.473567,0.472247,0.563146,0.467897,-0.10777,0.423852,0.323401,-0.718009,WALKING_UPSTAIRS
