@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,8-9,11-16,18-41,43-53,55-265,267-268,270-271,273-274,276-281,283-302,304-310,312-314,316-381,383-389,391-503,506-508,510-559,561-562'

@attribute tBodyAcc-std()-X numeric
@attribute tBodyAcc-mad()-X numeric
@attribute tBodyAcc-max()-X numeric
@attribute tBodyAcc-energy()-X numeric
@attribute tGravityAcc-mean()-Y numeric
@attribute tGravityAcc-min()-Y numeric
@attribute fBodyAcc-mean()-X numeric
@attribute fBodyAcc-std()-X numeric
@attribute fBodyAcc-mad()-X numeric
@attribute fBodyAcc-max()-X numeric
@attribute fBodyAcc-energy()-X numeric
@attribute fBodyAcc-bandsEnergy()-A-18 numeric
@attribute fBodyAcc-bandsEnergy()-I-1_16 numeric
@attribute fBodyAcc-bandsEnergy()-M-1_24 numeric
@attribute fBodyAccJerk-bandsEnergy()-A-1_8 numeric
@attribute fBodyAccJerk-bandsEnergy()-I-1_16 numeric
@attribute fBodyAccMag-std() numeric
@attribute fBodyAccMag-mad() numeric
@attribute fBodyAccMag-energy() numeric
@attribute angle(Y-gravityMean) numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.272394,-0.342384,-0.00127,-0.733294,-0.213051,-0.191558,-0.168954,-0.317403,-0.151962,-0.51191,-0.733315,-0.761634,-0.759441,-0.741582,-0.822748,-0.797069,-0.406094,-0.314235,-0.734368,0.229265,WALKING
-0.253347,-0.309035,-0.107127,-0.719262,-0.216615,-0.191558,-0.184187,-0.282383,-0.14127,-0.483791,-0.719255,-0.72389,-0.733057,-0.724846,-0.780668,-0.793838,-0.419172,-0.315517,-0.753058,0.232159,WALKING
-0.21703,-0.273501,-0.138375,-0.692161,-0.214715,-0.188553,-0.179745,-0.23215,-0.168661,-0.457943,-0.691433,-0.704238,-0.701512,-0.692872,-0.772092,-0.755232,-0.415718,-0.26886,-0.73822,0.230619,WALKING
-0.181742,-0.2447,0.277243,-0.661942,-0.208983,-0.188464,-0.073969,-0.228292,-0.000971,-0.522487,-0.663165,-0.719747,-0.704849,-0.673411,-0.75396,-0.71086,-0.333806,-0.204114,-0.662392,0.225928,WALKING
-0.193518,-0.267813,0.336508,-0.673508,-0.202372,-0.179279,-0.032434,-0.266577,-0.034995,-0.494799,-0.67273,-0.769117,-0.727704,-0.687861,-0.806545,-0.685254,-0.365356,-0.203278,-0.640875,0.22083,WALKING
-0.298017,-0.372341,0.336508,-0.750956,-0.20187,-0.175269,-0.182098,-0.349298,-0.205625,-0.479384,-0.751661,-0.787208,-0.780388,-0.757723,-0.835605,-0.785788,-0.468419,-0.325853,-0.743266,0.220943,WALKING
-0.307359,-0.369544,0.059184,-0.758206,-0.199155,-0.175349,-0.27467,-0.320617,-0.205174,-0.452233,-0.758188,-0.763184,-0.769369,-0.75911,-0.79865,-0.806876,-0.431182,-0.335496,-0.758306,0.219488,WALKING
-0.262137,-0.329035,0.059184,-0.725853,-0.193049,-0.175349,-0.197153,-0.289316,-0.196686,-0.426322,-0.725783,-0.741608,-0.755385,-0.731852,-0.775125,-0.803498,-0.433806,-0.317958,-0.739953,0.215111,WALKING
-0.259491,-0.317977,-0.12777,-0.723287,-0.193852,-0.170552,-0.159204,-0.302921,-0.149826,-0.55533,-0.723832,-0.74521,-0.756776,-0.731363,-0.789192,-0.797928,-0.48613,-0.357561,-0.766418,0.216318,WALKING
-0.283213,-0.325146,-0.201613,-0.741668,-0.197664,-0.170662,-0.108802,-0.364832,-0.184502,-0.59528,-0.74111,-0.791394,-0.773604,-0.751309,-0.839325,-0.786266,-0.533664,-0.387661,-0.804418,0.219449,WALKING
-0.28719,-0.338449,-0.130747,-0.744171,-0.198011,-0.171883,-0.185524,-0.331445,-0.17795,-0.572461,-0.743991,-0.790701,-0.774532,-0.755799,-0.807559,-0.785965,-0.458315,-0.393292,-0.788505,0.219301,WALKING
-0.344854,-0.414996,-0.073252,-0.783894,-0.191324,-0.171883,-0.159712,-0.434111,-0.204844,-0.616699,-0.783494,-0.867185,-0.815789,-0.793022,-0.884038,-0.782154,-0.465787,-0.316771,-0.762416,0.214593,WALKING
0.266095,0.15483,0.540279,-0.198261,-0.171049,-0.172794,0.093905,0.327813,0.264487,0.175694,-0.196581,-0.073625,-0.147179,-0.179214,-0.415313,-0.504106,0.109868,0.243425,-0.147387,0.202142,WALKING_DOWNSTAIRS
0.373125,0.312516,0.540279,-0.05678,-0.174382,-0.158402,0.398764,0.36292,0.357142,0.068275,-0.05543,-0.02011,-0.034465,-0.053147,-0.272826,-0.416131,0.170337,0.156219,-0.092727,0.204138,WALKING_DOWNSTAIRS
0.384745,0.330522,0.524183,-0.036534,-0.178145,-0.158402,0.368451,0.391065,0.54614,0.005896,-0.039499,0.015124,0.017711,-0.025396,-0.346808,-0.378271,0.204134,0.27957,-0.065928,0.206605,WALKING_DOWNSTAIRS
0.389315,0.298029,0.629561,-0.034348,-0.178917,-0.160415,0.448968,0.365156,0.532994,-0.016803,-0.033069,0.038925,-0.009826,-0.021948,-0.300289,-0.359415,0.162392,0.340723,-0.059043,0.207625,WALKING_DOWNSTAIRS
0.30001,0.183558,0.629561,-0.148253,-0.173113,-0.160415,0.336579,0.28527,0.525824,-0.089941,-0.153121,-0.165272,-0.1176,-0.138422,-0.495574,-0.325329,0.201195,0.44075,0.03304,0.204609,WALKING_DOWNSTAIRS
0.306826,0.211274,0.555874,-0.143736,-0.158739,-0.151025,0.352466,0.288393,0.379561,0.109319,-0.14421,-0.116472,-0.125336,-0.142662,-0.32918,-0.362316,0.206843,0.431708,0.113519,0.194795,WALKING_DOWNSTAIRS
0.446087,0.346439,0.567275,0.044552,-0.157172,-0.136433,0.166221,0.542431,0.3276,0.558414,0.047191,0.179445,0.108491,0.061313,-0.139073,-0.294705,0.214726,0.4634,0.009609,0.193506,WALKING_DOWNSTAIRS
0.433867,0.339913,0.661654,0.02961,-0.154127,-0.136307,0.243519,0.502193,0.346867,0.538,0.029615,0.191943,0.083539,0.047895,-0.145387,-0.323527,0.147249,0.296203,-0.058675,0.191672,WALKING_DOWNSTAIRS
0.54454,0.496864,0.696129,0.195031,-0.187001,-0.181764,0.368529,0.608512,0.542176,0.550862,0.194173,0.369457,0.255865,0.216359,0.011352,-0.171788,0.198785,0.519157,0.108038,0.214625,WALKING_DOWNSTAIRS
0.486598,0.457417,0.696129,0.106761,-0.208888,-0.20478,0.379151,0.526772,0.505803,0.435545,0.1065,0.266501,0.168265,0.118449,-0.089612,-0.320647,0.150218,0.371572,-0.001624,0.229163,WALKING_DOWNSTAIRS
0.258407,0.191741,0.47163,-0.202746,-0.219912,-0.20478,0.183449,0.286719,0.261849,0.129606,-0.206273,-0.046754,-0.156907,-0.198999,-0.462176,-0.599663,-0.06786,0.03369,-0.33906,0.234921,WALKING_DOWNSTAIRS
0.35938,0.277455,0.597743,-0.07604,-0.211343,-0.203948,0.39981,0.34319,0.285994,0.082959,-0.074147,0.072402,-0.040156,-0.076991,-0.308369,-0.508706,0.086695,0.225567,-0.173853,0.229212,WALKING_DOWNSTAIRS
0.45886,0.397979,0.597743,0.069012,-0.213244,-0.207152,0.508628,0.438728,0.581134,0.07464,0.065734,0.189708,0.121318,0.074699,-0.255981,-0.353154,0.273483,0.3776,0.092105,0.231711,WALKING_DOWNSTAIRS
0.417103,0.355521,0.660661,0.003873,-0.235184,-0.231006,0.56036,0.356603,0.454698,0.033947,0.005886,0.000489,-0.015238,-0.005763,-0.305587,-0.387072,0.160472,0.201846,-0.018851,0.248647,WALKING_DOWNSTAIRS
0.387375,0.303451,0.660661,-0.030848,-0.235997,-0.231006,0.315334,0.414705,0.507548,0.081459,-0.035858,0.098928,0.023288,-0.020396,-0.363183,-0.353635,0.091399,0.107202,-0.189636,0.249341,WALKING_DOWNSTAIRS
0.429827,0.394352,0.680349,0.021754,-0.207297,-0.212869,0.349682,0.460176,0.429215,0.385857,0.023895,0.110601,0.080355,0.038406,-0.29876,-0.327249,0.136033,0.372435,-0.066911,0.228459,WALKING_DOWNSTAIRS
0.414619,0.373407,0.566071,0.001687,-0.216527,-0.203436,0.278019,0.464889,0.347566,0.449302,0.00225,0.159651,0.042687,0.01583,-0.221589,-0.423104,0.100453,0.306547,-0.129832,0.233433,WALKING_DOWNSTAIRS
0.367696,0.32827,0.566071,-0.063178,-0.226838,-0.205529,0.249953,0.411341,0.477676,0.206818,-0.062944,0.053238,-0.010469,-0.042426,-0.264836,-0.387939,0.100227,0.291453,-0.110304,0.240775,WALKING_DOWNSTAIRS
0.25217,0.169729,0.556234,-0.211762,-0.219817,-0.205529,0.246694,0.254303,0.383155,0.092298,-0.214086,-0.13157,-0.190818,-0.203368,-0.474608,-0.511056,0.079935,0.243226,-0.190289,0.236481,WALKING_DOWNSTAIRS
0.332618,0.257052,0.67105,-0.111673,-0.21501,-0.203953,0.273396,0.355227,0.314849,0.096404,-0.110212,0.037991,-0.085722,-0.103571,-0.337528,-0.428441,0.081886,0.146561,-0.231464,0.23335,WALKING_DOWNSTAIRS
0.402485,0.327355,0.67105,-0.012035,-0.215896,-0.203953,0.44279,0.386324,0.460549,0.109167,-0.014723,0.051811,0.025044,-0.009661,-0.353971,-0.411448,0.129143,0.117127,-0.161202,0.233266,WALKING_DOWNSTAIRS
0.396805,0.314117,0.602032,-0.021138,-0.205159,-0.202202,0.417961,0.388375,0.554868,0.034753,-0.022708,0.02818,0.020203,-0.005722,-0.378838,-0.443675,0.159467,0.189262,-0.164261,0.224862,WALKING_DOWNSTAIRS
0.372209,0.298054,0.538708,-0.05202,-0.220254,-0.220692,0.30391,0.39819,0.341174,0.282417,-0.056725,0.070731,-0.008785,-0.043922,-0.302438,-0.407629,0.116677,0.058519,-0.207589,0.234858,WALKING_DOWNSTAIRS
0.29946,0.178394,0.593847,-0.152814,-0.24218,-0.221007,0.279209,0.307328,0.366738,-0.010838,-0.153815,-0.044177,-0.12839,-0.154874,-0.437269,-0.519027,0.150389,0.209871,-0.09291,0.251259,WALKING_DOWNSTAIRS
-0.076126,-0.188595,0.229528,-0.572138,-0.234795,-0.270066,-0.206307,-0.029534,-0.06717,-0.148359,-0.571124,-0.52846,-0.542471,-0.559755,-0.598064,-0.620203,-0.103004,0.000015,-0.505995,0.243406,WALKING_UPSTAIRS
-0.018839,-0.089654,0.219814,-0.516609,-0.288907,-0.270066,-0.161141,0.031928,-0.002369,-0.012315,-0.516549,-0.432496,-0.476185,-0.50688,-0.576829,-0.642632,-0.276435,-0.134792,-0.64695,0.281913,WALKING_UPSTAIRS
-0.041373,-0.100714,0.219814,-0.538743,-0.30278,-0.29345,-0.160153,0.001643,-0.022763,-0.039544,-0.5384,-0.457016,-0.520729,-0.529676,-0.576003,-0.698184,-0.315389,-0.269266,-0.690162,0.292856,WALKING_UPSTAIRS
-0.053525,-0.121078,0.338814,-0.551135,-0.317056,-0.296759,-0.272623,0.020091,-0.113722,-0.033862,-0.549985,-0.482908,-0.537269,-0.538048,-0.587531,-0.687363,-0.259076,-0.233224,-0.649555,0.302624,WALKING_UPSTAIRS
0.002228,-0.081572,0.360023,-0.496653,-0.31617,-0.296759,-0.159571,0.059285,-0.027218,0.031108,-0.495662,-0.453588,-0.473035,-0.48374,-0.603314,-0.613449,-0.205299,-0.163315,-0.579729,0.301094,WALKING_UPSTAIRS
0.011658,-0.057103,0.360023,-0.487436,-0.288462,-0.288842,-0.163996,0.073075,0.046073,-0.014826,-0.486169,-0.489662,-0.469592,-0.472543,-0.638312,-0.564486,-0.163403,-0.140451,-0.558992,0.281193,WALKING_UPSTAIRS
-0.071289,-0.139357,0.211261,-0.567333,-0.290538,-0.299026,-0.169787,-0.035167,-0.004185,-0.102845,-0.566638,-0.544643,-0.544617,-0.556236,-0.655557,-0.624437,-0.202782,-0.170077,-0.596554,0.283041,WALKING_UPSTAIRS
-0.088599,-0.162099,0.211261,-0.583186,-0.311013,-0.299026,-0.232649,-0.03765,-0.135069,-0.052038,-0.582573,-0.532375,-0.560632,-0.573142,-0.670573,-0.683883,-0.172385,-0.144528,-0.562728,0.297853,WALKING_UPSTAIRS
-0.032272,-0.09479,0.280036,-0.53039,-0.302338,-0.298982,-0.146734,0.009327,0.006774,-0.002754,-0.529643,-0.496402,-0.510588,-0.51881,-0.681661,-0.624257,-0.176689,-0.130094,-0.536656,0.292553,WALKING_UPSTAIRS
-0.090301,-0.166199,0.141388,-0.581698,-0.270952,-0.309979,-0.185319,-0.055412,-0.022999,-0.128483,-0.58412,-0.551512,-0.55152,-0.576364,-0.699249,-0.704267,-0.262113,-0.115841,-0.643582,0.267588,WALKING_UPSTAIRS
0.009746,-0.040282,0.24712,-0.488453,-0.323972,-0.310214,0.022365,0.00482,0.09019,-0.286727,-0.488042,-0.50822,-0.457436,-0.480854,-0.684566,-0.618311,-0.215665,-0.076202,-0.587327,0.305582,WALKING_UPSTAIRS
-0.005158,-0.040976,0.24712,-0.503375,-0.327225,-0.310214,-0.017485,-0.000229,0.018008,-0.069782,-0.502966,-0.511084,-0.477948,-0.498612,-0.652854,-0.620172,-0.255014,-0.025117,-0.579128,0.309865,WALKING_UPSTAIRS
-0.087499,-0.143863,0.120853,-0.582535,-0.328845,-0.31332,-0.168782,-0.057305,-0.039905,-0.170895,-0.581549,-0.591902,-0.552883,-0.571618,-0.743001,-0.661637,-0.307869,-0.134025,-0.651775,0.310778,WALKING_UPSTAIRS
-0.152977,-0.224078,0.120853,-0.639979,-0.327891,-0.31332,-0.052811,-0.195657,-0.123078,-0.351435,-0.639096,-0.633044,-0.639201,-0.643628,-0.743341,-0.690578,-0.302251,-0.149223,-0.65364,0.310267,WALKING_UPSTAIRS
-0.176171,-0.240714,-0.084728,-0.658731,-0.334772,-0.328405,-0.16064,-0.182327,-0.07018,-0.264935,-0.658589,-0.665626,-0.645707,-0.65216,-0.774367,-0.704561,-0.410634,-0.225327,-0.707284,0.315481,WALKING_UPSTAIRS
-0.127894,-0.199183,0.21446,-0.618035,-0.346959,-0.328405,-0.140641,-0.122862,-0.004359,-0.369999,-0.617616,-0.657986,-0.589903,-0.610161,-0.783588,-0.648073,-0.367535,-0.276701,-0.699291,0.323694,WALKING_UPSTAIRS
-0.137898,-0.214403,0.21446,-0.627126,-0.331872,-0.324721,-0.215135,-0.109219,-0.039098,-0.307466,-0.6263,-0.63325,-0.595271,-0.616013,-0.770342,-0.696347,-0.306688,-0.132232,-0.655936,0.313324,WALKING_UPSTAIRS
-0.029892,-0.146498,0.351852,-0.526431,-0.305294,-0.318758,-0.066954,-0.015646,0.052674,-0.113405,-0.527336,-0.510881,-0.508171,-0.517689,-0.638231,-0.585227,-0.064379,0.038974,-0.426669,0.292296,WALKING_UPSTAIRS
0.004931,-0.047748,0.268734,-0.494245,-0.333754,-0.318758,0.010203,0.002957,0.061623,-0.285902,-0.492877,-0.525793,-0.46096,-0.485563,-0.671724,-0.61761,-0.16832,-0.085525,-0.554814,0.312867,WALKING_UPSTAIRS
-0.090252,-0.126709,0.14905,-0.584713,-0.338501,-0.327516,-0.173474,-0.05936,-0.152319,-0.037929,-0.584038,-0.51278,-0.55834,-0.580009,-0.601295,-0.711997,-0.284721,-0.194707,-0.645862,0.316962,WALKING_UPSTAIRS
-0.125553,-0.183363,0.14905,-0.616218,-0.352781,-0.328836,-0.232518,-0.086741,-0.145324,-0.12614,-0.615573,-0.56798,-0.599517,-0.608913,-0.613026,-0.669463,-0.295791,-0.217491,-0.667773,0.326878,WALKING_UPSTAIRS
-0.077319,-0.150695,0.417399,-0.572912,-0.349737,-0.328836,-0.236556,-0.021562,-0.063427,-0.068516,-0.572222,-0.521256,-0.544323,-0.56171,-0.672422,-0.675648,-0.235295,-0.093608,-0.609278,0.324277,WALKING_UPSTAIRS
-0.078214,-0.202373,0.417399,-0.571593,-0.336027,-0.322835,-0.105621,-0.067599,0.140245,-0.221625,-0.57305,-0.555239,-0.545849,-0.560892,-0.724921,-0.660735,-0.258638,-0.090655,-0.621198,0.315634,WALKING_UPSTAIRS
-0.070452,-0.177646,0.461087,-0.566063,-0.329989,-0.309888,-0.039554,-0.082874,0.097941,-0.221993,-0.565852,-0.58033,-0.549386,-0.557151,-0.680874,-0.588073,-0.195303,-0.166524,-0.553726,0.312809,WALKING_UPSTAIRS
-0.031426,-0.06175,0.461087,-0.527481,-0.340814,-0.324888,-0.129026,0.00448,0.077936,-0.064655,-0.528822,-0.487214,-0.50171,-0.515924,-0.649567,-0.615637,-0.150741,0.047526,-0.501755,0.320169,WALKING_UPSTAIRS
-0.058064,-0.109852,0.254817,-0.554144,-0.35742,-0.335958,-0.225094,0.00022,-0.120999,-0.025239,-0.554267,-0.466731,-0.515986,-0.54504,-0.585494,-0.6798,-0.231967,-0.131382,-0.604839,0.330318,WALKING_UPSTAIRS
-0.916687,-0.953989,-0.847508,-0.996153,-0.153405,-0.163102,-0.886705,-0.932026,-0.901292,-0.96347,-0.996183,-0.998705,-0.99725,-0.996325,-0.999397,-0.994618,-0.855829,-0.864578,-0.985147,0.188197,STANDING
-0.987963,-0.988823,-0.921284,-0.99985,-0.181136,-0.163316,-0.98495,-0.989358,-0.986339,-0.991822,-0.999876,-0.999915,-0.999894,-0.999888,-0.999971,-0.99988,-0.879913,-0.897181,-0.991534,0.207437,STANDING
-0.982104,-0.985598,-0.92547,-0.999756,-0.180929,-0.163316,-0.976511,-0.984855,-0.977609,-0.993006,-0.999763,-0.999929,-0.999842,-0.999777,-0.999921,-0.999722,-0.940172,-0.938915,-0.996511,0.207015,STANDING
-0.981741,-0.985492,-0.92547,-0.999753,-0.179483,-0.155264,-0.975974,-0.984587,-0.976856,-0.990715,-0.999755,-0.99994,-0.99984,-0.99978,-0.999942,-0.999704,-0.921749,-0.93013,-0.995198,0.206164,STANDING
-0.967842,-0.980884,-0.854288,-0.999346,-0.178117,-0.155264,-0.958095,-0.972604,-0.958987,-0.986488,-0.999345,-0.999603,-0.999452,-0.999383,-0.999512,-0.999145,-0.747612,-0.75493,-0.964927,0.205258,STANDING
-0.959006,-0.967619,-0.854288,-0.998985,-0.182864,-0.165886,-0.94661,-0.965061,-0.950206,-0.980622,-0.998985,-0.999486,-0.999308,-0.999025,-0.999403,-0.998966,-0.762297,-0.733241,-0.963463,0.208518,STANDING
-0.947707,-0.956421,-0.864473,-0.998416,-0.194045,-0.16897,-0.933432,-0.954522,-0.936106,-0.976541,-0.998411,-0.999465,-0.998927,-0.998474,-0.999499,-0.998007,-0.862497,-0.818742,-0.98372,0.215984,STANDING
-0.953604,-0.966937,-0.864473,-0.998721,-0.193352,-0.16897,-0.93992,-0.960251,-0.942708,-0.979481,-0.998727,-0.999546,-0.999086,-0.998789,-0.999538,-0.998296,-0.895415,-0.891369,-0.992092,0.215532,STANDING
-0.984661,-0.986908,-0.918925,-0.999817,-0.185945,-0.166822,-0.980948,-0.98637,-0.981824,-0.990009,-0.999816,-0.999953,-0.999858,-0.999826,-0.999962,-0.999694,-0.978409,-0.969071,-0.99907,0.210499,STANDING
-0.988959,-0.990903,-0.9278,-0.999889,-0.187418,-0.166124,-0.986505,-0.990058,-0.98559,-0.994205,-0.999891,-0.999961,-0.999898,-0.999898,-0.999966,-0.999803,-0.980237,-0.97349,-0.999457,0.211486,STANDING
-0.994371,-0.995362,-0.935535,-0.999959,-0.191176,-0.166124,-0.991682,-0.995873,-0.994007,-0.998112,-0.99996,-0.999979,-0.999976,-0.999967,-0.999988,-0.999964,-0.972669,-0.974999,-0.999372,0.214043,STANDING
-0.992965,-0.994094,-0.934767,-0.999943,-0.187179,-0.165447,-0.989735,-0.994744,-0.992118,-0.997325,-0.999945,-0.999975,-0.999964,-0.999953,-0.999985,-0.999948,-0.984627,-0.981068,-0.999656,0.211275,STANDING
-0.993639,-0.99447,-0.934767,-0.999953,-0.185512,-0.157651,-0.991063,-0.995005,-0.992519,-0.997053,-0.999952,-0.999978,-0.999966,-0.999958,-0.999986,-0.999934,-0.987024,-0.981082,-0.999697,0.21007,STANDING
-0.994258,-0.994874,-0.941367,-0.999959,-0.184926,-0.157651,-0.992328,-0.995224,-0.993798,-0.996847,-0.999959,-0.999995,-0.999982,-0.999966,-0.999988,-0.999953,-0.98632,-0.981755,-0.99966,0.20969,STANDING
-0.881914,-0.887041,-0.678594,-0.987505,-0.290906,-0.332406,-0.876441,-0.883987,-0.887826,-0.879626,-0.992545,-0.991588,-0.992402,-0.992625,-0.999082,-0.998815,-0.726524,-0.775448,-0.958523,0.284453,STANDING
-0.956681,-0.962189,-0.868078,-0.998809,-0.252007,-0.247467,-0.944657,-0.962439,-0.950316,-0.974965,-0.998878,-0.999263,-0.998984,-0.998956,-0.999777,-0.998747,-0.924206,-0.916557,-0.994154,0.25531,STANDING
-0.963871,-0.971749,-0.868078,-0.999079,-0.264502,-0.248515,-0.952747,-0.969329,-0.958853,-0.98032,-0.999193,-0.999707,-0.999327,-0.999271,-0.999804,-0.998801,-0.892096,-0.910846,-0.992229,0.263953,STANDING
-0.976719,-0.979956,-0.905634,-0.999603,-0.27708,-0.250565,-0.972175,-0.978724,-0.973102,-0.984906,-0.999629,-0.999838,-0.999741,-0.999638,-0.999973,-0.99961,-0.95178,-0.961346,-0.998365,0.272656,STANDING
-0.975666,-0.978649,-0.905634,-0.999557,-0.273604,-0.250565,-0.970687,-0.977887,-0.970978,-0.986437,-0.999599,-0.999846,-0.99972,-0.99961,-0.999927,-0.999508,-0.959523,-0.962171,-0.998661,0.270244,STANDING
-0.983639,-0.984355,-0.928229,-0.999789,-0.266681,-0.243981,-0.980759,-0.984867,-0.979116,-0.992151,-0.999796,-0.999907,-0.999837,-0.999795,-0.999935,-0.99968,-0.976024,-0.973199,-0.999292,0.265397,STANDING
-0.989457,-0.990761,-0.937896,-0.999884,-0.265071,-0.23624,-0.986666,-0.990767,-0.987038,-0.994919,-0.999899,-0.999953,-0.999937,-0.999902,-0.999966,-0.999911,-0.984618,-0.979411,-0.999646,0.264247,STANDING
-0.993913,-0.994881,-0.936232,-0.999952,-0.265287,-0.236488,-0.991319,-0.99531,-0.992703,-0.998016,-0.999955,-0.999982,-0.999974,-0.999965,-0.999985,-0.99996,-0.989379,-0.987938,-0.999814,0.264422,STANDING
-0.99397,-0.994866,-0.936232,-0.999954,-0.267406,-0.24278,-0.991467,-0.995306,-0.993239,-0.997511,-0.999956,-0.999992,-0.999976,-0.999964,-0.999993,-0.999948,-0.989792,-0.986743,-0.999807,0.265923,STANDING
-0.994284,-0.994719,-0.941292,-0.999958,-0.271664,-0.245061,-0.992287,-0.995297,-0.993392,-0.997534,-0.999959,-0.999979,-0.999973,-0.999963,-0.999989,-0.999966,-0.986938,-0.983122,-0.999764,0.26885,STANDING
-0.99398,-0.994486,-0.937403,-0.999956,-0.272273,-0.245061,-0.992168,-0.994858,-0.992242,-0.996333,-0.999956,-0.999971,-0.999967,-0.999959,-0.999985,-0.999957,-0.987136,-0.985554,-0.999804,0.269212,STANDING
-0.994802,-0.99538,-0.937403,-0.999965,-0.272237,-0.245877,-0.992842,-0.995818,-0.994081,-0.997408,-0.999964,-0.999978,-0.999976,-0.999968,-0.999983,-0.999959,-0.986925,-0.984734,-0.999786,0.269191,STANDING
-0.972363,-0.985756,-0.928068,-0.999479,-0.27241,-0.245877,-0.961139,-0.978305,-0.967486,-0.989924,-0.999499,-0.999677,-0.999536,-0.999525,-0.999715,-0.999666,-0.953647,-0.943322,-0.997696,0.269321,STANDING
-0.919912,-0.943791,-0.743937,-0.996458,0.117634,-0.06387,-0.894955,-0.932184,-0.911383,-0.948468,-0.996458,-0.998106,-0.997058,-0.996684,-0.998687,-0.995888,-0.692725,-0.672121,-0.932334,0.002482,SITTING
-0.978335,-0.97962,-0.920044,-0.999613,0.151109,0.169225,-0.972978,-0.980824,-0.973913,-0.987555,-0.999672,-0.999827,-0.999765,-0.999704,-0.999987,-0.999826,-0.926689,-0.914029,-0.995512,-0.020042,SITTING
-0.95745,-0.966976,-0.86753,-0.998912,0.146856,0.169225,-0.94875,-0.961364,-0.948765,-0.975667,-0.998914,-0.999803,-0.999342,-0.99896,-0.999705,-0.99853,-0.896967,-0.879508,-0.991382,-0.017643,SITTING
-0.956017,-0.96505,-0.86753,-0.998847,0.14641,0.169044,-0.946511,-0.96034,-0.947012,-0.980696,-0.998846,-0.999833,-0.999211,-0.998871,-0.999815,-0.998385,-0.904157,-0.890278,-0.992066,-0.017233,SITTING
-0.980211,-0.983541,-0.900208,-0.999718,0.147328,0.169044,-0.976057,-0.982068,-0.976822,-0.988872,-0.999719,-0.999864,-0.999746,-0.999737,-0.999832,-0.999664,-0.953314,-0.95028,-0.9982,-0.017778,SITTING
-0.98602,-0.988283,-0.926848,-0.999842,0.14931,0.171757,-0.983482,-0.987105,-0.981909,-0.991349,-0.999842,-0.999861,-0.99985,-0.999857,-0.999846,-0.999824,-0.980972,-0.979209,-0.999547,-0.019084,SITTING
-0.988437,-0.990743,-0.928476,-0.999878,0.149604,0.173005,-0.985813,-0.98962,-0.985835,-0.994204,-0.999883,-0.999906,-0.999896,-0.999897,-0.999935,-0.999899,-0.984017,-0.981692,-0.999643,-0.019338,SITTING
-0.992916,-0.994139,-0.928476,-0.999945,0.149312,0.17214,-0.990778,-0.993955,-0.990632,-0.997033,-0.999944,-0.999969,-0.99996,-0.999951,-0.999983,-0.999956,-0.987006,-0.985099,-0.999764,-0.019233,SITTING
-0.994135,-0.994436,-0.938486,-0.999958,0.150606,0.17214,-0.992099,-0.995166,-0.993005,-0.996924,-0.999957,-0.999975,-0.999969,-0.999966,-0.99998,-0.999965,-0.986186,-0.984145,-0.999731,-0.020129,SITTING
-0.993251,-0.993932,-0.937717,-0.999941,0.150349,0.167282,-0.991253,-0.994216,-0.991478,-0.996978,-0.999948,-0.999968,-0.99996,-0.999954,-0.999974,-0.999968,-0.956939,-0.964938,-0.998698,-0.019898,SITTING
-0.992411,-0.992846,-0.937717,-0.999939,0.144711,0.165085,-0.990148,-0.993506,-0.991174,-0.994761,-0.999938,-0.999956,-0.99995,-0.999941,-0.999978,-0.999955,-0.971034,-0.969849,-0.999248,-0.015934,SITTING
-0.959355,-0.982003,-0.905406,-0.998992,0.143706,0.165085,-0.945068,-0.966611,-0.947174,-0.983821,-0.999001,-0.999608,-0.999147,-0.999019,-0.998722,-0.996815,-0.913137,-0.889336,-0.993226,-0.015226,SITTING
-0.95117,-0.953933,-0.848971,-0.998199,-0.108033,-0.123191,-0.950301,-0.951347,-0.944627,-0.955574,-0.998601,-0.998692,-0.998555,-0.998585,-0.999771,-0.998833,-0.850884,-0.908843,-0.988031,0.157771,SITTING
-0.977204,-0.980053,-0.919487,-0.999642,-0.067027,-0.092469,-0.973781,-0.978629,-0.972822,-0.984788,-0.999642,-0.999896,-0.999693,-0.999659,-0.999925,-0.999254,-0.939838,-0.937145,-0.997085,0.129549,SITTING
-0.973701,-0.975545,-0.919487,-0.999539,-0.065724,-0.061291,-0.969259,-0.975608,-0.968731,-0.981215,-0.999541,-0.999926,-0.99963,-0.999553,-0.999969,-0.999097,-0.928402,-0.923622,-0.996061,0.128711,SITTING
-0.979815,-0.982167,-0.920431,-0.999701,-0.086292,-0.069576,-0.975653,-0.981667,-0.974474,-0.989626,-0.999709,-0.99996,-0.999743,-0.999718,-0.999968,-0.999358,-0.913214,-0.914527,-0.995055,0.142677,SITTING
-0.9843,-0.985715,-0.929256,-0.999809,-0.093962,-0.069576,-0.980958,-0.985792,-0.981838,-0.991362,-0.999809,-0.999975,-0.999887,-0.999823,-0.999971,-0.999726,-0.970222,-0.960643,-0.998829,0.147853,SITTING
