@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-4,6-7,9-15,17-102,106-188,190-234,236-266,268-272,274-280,282-287,291-366,370-510,512-523,525-549,551-562'

@attribute tBodyAcc-std()-Y numeric
@attribute tBodyAcc-mad()-Y numeric
@attribute tBodyAcc-sma() numeric
@attribute tBodyAccJerk-entropy()-X numeric
@attribute tBodyAccJerk-entropy()-Y numeric
@attribute tBodyAccJerk-entropy()-Z numeric
@attribute tBodyGyroJerk-arCoeff()-X4 numeric
@attribute tBodyAccJerkMag-entropy() numeric
@attribute fBodyAcc-mean()-Y numeric
@attribute fBodyAcc-mad()-Y numeric
@attribute fBodyAcc-sma() numeric
@attribute fBodyAcc-entropy()-X numeric
@attribute fBodyAcc-entropy()-Y numeric
@attribute fBodyAcc-entropy()-Z numeric
@attribute fBodyAccJerk-entropy()-X numeric
@attribute fBodyAccJerk-entropy()-Y numeric
@attribute fBodyAccJerk-entropy()-Z numeric
@attribute fBodyAccMag-entropy() numeric
@attribute fBodyBodyAccJerkMag-entropy() numeric
@attribute fBodyBodyGyroJerkMag-entropy() numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.987457,-0.986202,-0.991667,-0.752955,-0.770924,-0.765585,0.197042,-0.862078,-0.98788,-0.98881,-0.992084,-0.946357,-0.870398,-0.94419,-1,-1,-1,-1,-1,-0.955696,LAYING
-0.989164,-0.98813,-0.99389,-0.819949,-0.826456,-0.817839,0.357752,-0.906469,-0.989003,-0.99016,-0.994937,-1,-0.94487,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.992957,-0.991726,-0.995413,-0.870615,-0.826456,-0.733766,0.287246,-0.846248,-0.992116,-0.994521,-0.994926,-1,-0.94487,-0.903572,-1,-1,-1,-1,-1,-1,LAYING
-0.993655,-0.992872,-0.996302,-0.875096,-0.788157,-0.704958,0.123844,-0.85192,-0.991359,-0.995153,-0.995321,-1,-0.94487,-0.903572,-1,-1,-1,-1,-1,-1,LAYING
-0.993019,-0.991795,-0.996052,-0.817601,-0.84773,-0.753375,0.202927,-0.885198,-0.992287,-0.994051,-0.99594,-1,-0.94487,-0.903572,-1,-1,-1,-1,-1,-1,LAYING
-0.99067,-0.989301,-0.995565,-0.850744,-0.797235,-0.843965,0.211094,-0.889094,-0.990017,-0.99194,-0.996747,-1,-0.94487,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.990572,-0.989251,-0.994865,-0.820804,-0.797235,-0.886849,0.285623,-0.863039,-0.989882,-0.991947,-0.994572,-0.946357,-0.94487,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.993131,-0.992846,-0.993387,-0.70518,-0.84896,-0.812015,0.197886,-0.818018,-0.991176,-0.993474,-0.992369,-0.946357,-0.94487,-0.903572,-1,-1,-1,-0.946182,-1,-1,LAYING
-0.932473,-0.959398,-0.916901,-0.614422,-0.548683,-0.572263,-0.44635,-0.546465,-0.900968,-0.948307,-0.928181,-0.510472,-0.526555,-0.700232,-0.867644,-0.499585,-0.864158,-0.472577,-0.568695,-0.532215,LAYING
-0.979322,-0.980141,-0.983799,-0.769828,-0.83698,-0.711547,-0.019891,-0.854005,-0.979907,-0.981618,-0.984477,-0.946357,-0.870398,-0.760627,-1,-1,-1,-0.873482,-1,-1,LAYING
-0.991832,-0.991823,-0.989833,-0.70518,-0.793046,-0.764103,0.201545,-0.817944,-0.990828,-0.99201,-0.991378,-0.946357,-1,-0.868799,-1,-1,-1,-1,-1,-1,LAYING
-0.990088,-0.990664,-0.991892,-0.696442,-0.748236,-0.696936,0.263519,-0.78209,-0.989654,-0.991128,-0.9912,-1,-0.94487,-0.809888,-1,-1,-1,-0.946182,-1,-1,LAYING
-0.99259,-0.992306,-0.994416,-0.748262,-0.748236,-0.679896,0.255584,-0.827467,-0.989866,-0.992251,-0.994362,-1,-1,-0.868799,-1,-1,-1,-1,-1,-1,LAYING
-0.994074,-0.994796,-0.996364,-0.763782,-0.836903,-0.730582,0.374735,-0.887548,-0.991716,-0.99504,-0.994749,-0.946357,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.995896,-0.996253,-0.994404,-0.797535,-0.793046,-0.755433,0.193722,-0.874075,-0.993257,-0.995504,-0.995475,-0.946357,-1,-0.868799,-1,-1,-1,-1,-1,-0.955696,LAYING
-0.991885,-0.991804,-0.991494,-0.828235,-0.773336,-0.785829,0.084703,-0.822339,-0.989163,-0.991274,-0.992012,-0.946357,-1,-0.809888,-1,-1,-1,-1,-1,-1,LAYING
-0.990511,-0.9903,-0.992988,-0.817601,-0.797235,-0.76994,0.172456,-0.877012,-0.989677,-0.990731,-0.992179,-1,-0.94487,-0.837884,-1,-1,-1,-1,-1,-1,LAYING
-0.991378,-0.99091,-0.995022,-0.786949,-0.754861,-0.798008,0.354669,-0.913737,-0.989,-0.990357,-0.994459,-1,-1,-0.837884,-1,-1,-1,-1,-1,-1,LAYING
-0.993766,-0.993704,-0.994972,-0.725292,-0.806636,-0.853813,0.358829,-0.890489,-0.991907,-0.99331,-0.994894,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.991655,-0.991882,-0.996345,-0.72265,-0.773336,-0.922161,0.242811,-0.921371,-0.989438,-0.991338,-0.995736,-1,-0.94487,-0.903572,-1,-1,-1,-1,-1,-1,LAYING
0.245306,0.126329,-0.080086,0.773409,0.715232,0.523121,0.459405,0.762297,0.223619,0.301863,-0.006198,0.546878,0.596189,0.390609,0.558859,0.64404,0.211064,0.573072,0.439917,0.472941,WALKING
0.379107,0.249477,-0.04694,0.807654,0.747968,0.425722,0.375801,0.796928,0.393766,0.40671,0.037001,0.637862,0.653128,0.225572,0.660698,0.812259,0.264544,0.697471,0.503535,0.502288,WALKING
0.357287,0.265722,-0.096465,0.651127,0.627641,0.535942,0.373567,0.79767,0.410505,0.504743,0.045038,0.590922,0.741742,0.483757,0.630077,0.744742,0.367793,0.665076,0.481421,0.546077,WALKING
0.180654,0.120669,-0.178272,0.649771,0.488521,0.557326,0.365333,0.780937,0.19083,0.201493,-0.095648,0.48642,0.668897,0.377547,0.550659,0.632348,0.275094,0.554952,0.445718,0.6141,WALKING
0.219024,0.122858,-0.159603,0.72722,0.418149,0.37621,0.256559,0.754861,0.252432,0.217541,-0.077945,0.599093,0.691511,0.311738,0.516868,0.732679,0.0768,0.595617,0.482098,0.519791,WALKING
0.224788,0.107245,-0.143023,0.582234,0.5071,0.331024,0.102117,0.76836,0.194586,0.303223,-0.105546,0.448332,0.703452,0.256479,0.517845,0.722514,0.169616,0.55093,0.492084,0.46994,WALKING
0.222152,0.106979,-0.118022,0.686536,0.680128,0.469099,0.00643,0.716905,0.250978,0.319833,-0.056546,0.554605,0.453709,0.293833,0.477713,0.714552,0.127156,0.456298,0.387182,0.475044,WALKING
0.37812,0.239399,-0.04425,0.773046,0.65262,0.534454,0.245569,0.744119,0.363821,0.376412,-0.03593,0.500769,0.643814,0.380286,0.488403,0.678371,0.227031,0.540554,0.534785,0.504211,WALKING
0.420252,0.331839,-0.046483,0.65144,0.657933,0.508108,0.178786,0.760572,0.347365,0.506584,-0.013184,0.581878,0.671675,0.379758,0.429055,0.612183,0.209644,0.564545,0.552132,0.440695,WALKING
0.341879,0.269762,-0.087216,0.692201,0.584041,0.47472,0.085337,0.73503,0.340428,0.396184,-0.039481,0.443472,0.660751,0.369323,0.358816,0.633282,0.263025,0.525022,0.4441,0.514711,WALKING
0.358115,0.224176,-0.088804,0.64366,0.575701,0.482993,0.148686,0.744002,0.348702,0.449454,-0.037912,0.555838,0.643856,0.349724,0.504622,0.729019,0.290868,0.60293,0.48643,0.51302,WALKING
0.368657,0.275031,-0.060807,0.572003,0.59867,0.47808,0.263549,0.74542,0.27982,0.420747,-0.024734,0.515834,0.719853,0.440683,0.54001,0.687286,0.285715,0.605236,0.444604,0.551173,WALKING
0.354631,0.284052,-0.071807,0.545503,0.575896,0.556627,0.256258,0.754301,0.334269,0.448967,-0.000451,0.520346,0.55447,0.38041,0.50429,0.735393,0.345593,0.512434,0.36954,0.522617,WALKING
0.346228,0.167857,-0.089064,0.642676,0.401142,0.362867,0.178341,0.713716,0.244527,0.405,-0.048155,0.630495,0.485959,0.395865,0.534901,0.634361,0.242505,0.597953,0.33047,0.466018,WALKING
0.425258,0.312582,-0.009537,0.609174,0.668017,0.357382,0.253936,0.731073,0.33873,0.464524,0.057803,0.60799,0.70518,0.455615,0.565587,0.72215,0.211458,0.674763,0.470545,0.519791,WALKING
0.31255,0.2114,-0.013315,0.715911,0.697267,0.472197,0.384489,0.751021,0.247423,0.274526,0.02906,0.703181,0.636402,0.45783,0.63687,0.630868,0.343235,0.658509,0.549343,0.484174,WALKING
0.291163,0.196819,-0.061174,0.718637,0.645125,0.463221,0.438877,0.759551,0.196182,0.20143,-0.009151,0.635902,0.679927,0.1914,0.614544,0.73498,0.285357,0.637018,0.470806,0.38513,WALKING
0.346241,0.234201,-0.097723,0.769247,0.553164,0.409114,0.124596,0.744399,0.161621,0.220166,-0.08851,0.641173,0.494833,0.371502,0.598566,0.631898,0.12386,0.673507,0.492328,0.462308,WALKING
0.316683,0.19323,-0.077139,0.77593,0.59189,0.398963,0.037973,0.769941,0.16818,0.352934,-0.045155,0.596421,0.588803,0.38826,0.648581,0.657904,0.175959,0.555958,0.513497,0.537463,WALKING
0.288646,0.184991,-0.063475,0.528463,0.648606,0.520786,0.114716,0.749259,0.285602,0.298788,0.01946,0.559679,0.763497,0.418137,0.658323,0.762665,0.210684,0.546981,0.475653,0.49877,WALKING
0.31498,0.216711,-0.045583,0.47435,0.734854,0.459162,0.351026,0.782237,0.267937,0.328202,-0.030315,0.61997,0.607038,0.419465,0.578068,0.740925,0.251788,0.614688,0.456941,0.454636,WALKING
0.39474,0.289441,-0.034046,0.609781,0.674117,0.348281,0.330565,0.750904,0.363098,0.407896,-0.029045,0.408393,0.675149,0.399076,0.444451,0.734009,0.184506,0.451851,0.453907,0.390817,WALKING
0.358673,0.276024,-0.092381,0.663855,0.544613,0.480748,0.199104,0.737027,0.352951,0.453501,0.010965,0.534157,0.718822,0.463029,0.363853,0.79316,0.355601,0.516496,0.388436,0.436575,WALKING
0.148985,0.121336,-0.07853,0.560536,0.619636,0.39103,0.2143,0.647355,0.100758,0.26584,-0.083555,0.448966,0.547978,0.486287,0.479583,0.594354,0.306317,0.444767,0.318981,0.511884,WALKING
0.154562,0.097287,0.110327,0.490963,0.614019,0.34487,0.349677,0.852476,0.140497,0.135047,0.212814,0.613228,0.617875,0.698361,0.712721,0.748852,0.635177,0.709384,0.631346,0.589658,WALKING_DOWNSTAIRS
0.136092,0.037877,0.018507,0.554366,0.557988,0.471502,0.339734,0.858936,0.154125,0.163087,0.182023,0.641589,0.730521,0.670451,0.756686,0.592552,0.610169,0.690254,0.594008,0.574811,WALKING_DOWNSTAIRS
0.374226,0.231473,0.143006,0.682696,0.47954,0.555718,0.253332,0.897407,0.304628,0.426856,0.344685,0.723283,0.730401,0.7043,0.726502,0.715254,0.720874,0.721998,0.594248,0.60435,WALKING_DOWNSTAIRS
0.433895,0.37479,0.194279,0.531036,0.411082,0.630212,0.279815,0.838716,0.381983,0.506739,0.309995,0.77642,0.738917,0.597702,0.713255,0.770342,0.690556,0.772444,0.662128,0.539403,WALKING_DOWNSTAIRS
0.485845,0.341681,0.02834,0.532744,0.623103,0.585388,0.252107,0.803895,0.488175,0.574232,0.290317,0.759279,0.602939,0.687348,0.765187,0.852539,0.606279,0.74623,0.636443,0.629679,WALKING_DOWNSTAIRS
0.383998,0.200017,-0.004917,0.644534,0.555585,0.431121,0.113545,0.773962,0.447549,0.426302,0.248847,0.779144,0.77417,0.639615,0.739145,0.778649,0.502154,0.791894,0.638546,0.599408,WALKING_DOWNSTAIRS
0.041796,0.012465,0.017263,0.644067,0.574111,0.570912,0.189412,0.782237,0.099432,0.116389,0.160049,0.80494,0.717504,0.601516,0.775706,0.689074,0.549246,0.737936,0.501629,0.555965,WALKING_DOWNSTAIRS
0.349971,0.325047,0.329813,0.567912,0.50392,0.596855,0.615489,0.917068,0.374863,0.25163,0.532553,0.900852,0.619224,0.786874,0.969695,0.791304,0.711497,0.858781,0.76094,0.751337,WALKING_DOWNSTAIRS
0.708942,0.621585,0.369306,0.556414,0.449505,0.706805,0.412199,0.934153,0.790967,0.811676,0.639189,0.90055,0.848905,0.896546,0.908013,0.838534,0.827562,0.949751,0.841128,0.780876,WALKING_DOWNSTAIRS
0.572963,0.452663,0.210892,0.641739,0.548094,0.550937,0.194169,0.92753,0.642109,0.582555,0.462082,0.791421,0.746258,0.731811,0.747078,0.803906,0.737233,0.746094,0.730117,0.788299,WALKING_DOWNSTAIRS
0.679252,0.441964,0.220248,0.74734,0.785615,0.465871,0.257053,0.913119,0.608215,0.788063,0.425537,0.780189,0.789386,0.751458,0.853472,0.760782,0.589133,0.821469,0.669887,0.588426,WALKING_DOWNSTAIRS
0.78259,0.556799,0.254704,0.631496,0.707635,0.403649,0.246214,0.932779,0.807063,0.961204,0.518228,0.934454,0.7977,0.748505,0.83306,0.80687,0.625612,0.757929,0.708072,0.667777,WALKING_DOWNSTAIRS
0.341595,0.293429,0.221103,0.698238,0.623103,0.65058,0.329149,0.89878,0.415933,0.408762,0.421998,0.767754,0.796402,0.635758,0.815663,0.875417,0.58774,0.703408,0.610229,0.739164,WALKING_DOWNSTAIRS
0.240821,0.288726,0.181083,0.740366,0.445656,0.514615,0.407889,0.863445,0.206082,0.231603,0.351431,0.751179,0.694215,0.88955,0.914805,0.761838,0.74333,0.67629,0.699158,0.762666,WALKING_DOWNSTAIRS
0.333536,0.351022,0.139045,0.606387,0.471262,0.649102,0.209643,0.849106,0.350764,0.341614,0.331052,0.882927,0.650926,0.784876,0.893177,0.781126,0.687241,0.701752,0.681351,0.680391,WALKING_DOWNSTAIRS
0.285622,0.251929,0.139106,0.514602,0.431511,0.674347,0.192707,0.855801,0.33766,0.323641,0.346293,0.723067,0.720683,0.640343,0.781953,0.795434,0.451337,0.789234,0.609034,0.606677,WALKING_DOWNSTAIRS
0.498228,0.388034,0.214217,0.672458,0.515058,0.57415,0.122985,0.876373,0.553952,0.591551,0.546915,0.970113,0.834809,0.812299,0.834529,0.936688,0.80784,0.796218,0.884323,0.651948,WALKING_DOWNSTAIRS
0.510752,0.384453,0.200181,0.689669,0.601618,0.407476,0.04745,0.889339,0.603687,0.686681,0.548242,0.813634,0.804845,0.888747,0.910795,0.86004,0.828577,0.830789,0.816232,0.720663,WALKING_DOWNSTAIRS
0.212517,0.192644,0.112048,0.675636,0.50551,0.614946,0.07991,0.852593,0.276089,0.279184,0.292123,0.762819,0.639478,0.794151,0.740973,0.78827,0.687241,0.633982,0.566871,0.800222,WALKING_DOWNSTAIRS
0.173974,0.183273,0.085777,0.592849,0.592115,0.653441,0.175389,0.834208,0.133117,0.25238,0.23513,0.767849,0.652269,0.773474,0.66482,0.707033,0.553406,0.749635,0.584242,0.730413,WALKING_DOWNSTAIRS
0.257239,0.228976,0.147963,0.733576,0.646245,0.55293,0.301565,0.715876,0.195367,0.172844,0.055983,0.578865,0.55386,0.321009,0.546766,0.680007,0.307598,0.467901,0.367428,0.395959,WALKING_UPSTAIRS
0.274329,0.265634,0.003523,0.75119,0.715232,0.452991,0.221552,0.727314,0.112944,0.191322,-0.013079,0.476784,0.628526,0.397806,0.573772,0.64057,0.390418,0.479907,0.338442,0.384656,WALKING_UPSTAIRS
0.321613,0.314986,0.020388,0.683734,0.718532,0.452751,0.18026,0.694959,0.349038,0.18069,0.074793,0.573249,0.578106,0.515754,0.522117,0.651836,0.306435,0.497198,0.232063,0.461034,WALKING_UPSTAIRS
0.226092,0.248641,0.076584,0.757337,0.592115,0.499726,0.111402,0.654654,0.140209,0.175804,0.040424,0.629679,0.515182,0.500113,0.582046,0.641174,0.268084,0.612911,0.404729,0.497038,WALKING_UPSTAIRS
0.354685,0.352414,0.085563,0.609781,0.569041,0.46369,0.154566,0.647003,0.311016,0.349925,0.114439,0.751158,0.605171,0.509332,0.657249,0.595587,0.355572,0.601025,0.443428,0.520789,WALKING_UPSTAIRS
0.352716,0.307189,0.070467,0.574642,0.607932,0.603593,0.222376,0.663751,0.29401,0.353662,0.157376,0.568737,0.605866,0.449121,0.658518,0.564191,0.357934,0.624054,0.372321,0.52223,WALKING_UPSTAIRS
0.145241,0.094899,0.015071,0.614319,0.657284,0.598602,0.234806,0.684407,-0.047145,0.112236,-0.06439,0.529198,0.512972,0.482597,0.548934,0.345421,0.363573,0.552242,0.304425,0.518462,WALKING_UPSTAIRS
0.27531,0.20455,0.194051,0.841331,0.564678,0.436974,0.170811,0.753767,0.250214,0.248798,0.13864,0.676644,0.741721,0.421973,0.625748,0.779027,0.33827,0.552514,0.376653,0.494615,WALKING_UPSTAIRS
0.348105,0.242529,0.053543,0.773566,0.631958,0.550404,0.094853,0.732915,0.275278,0.259085,0.070929,0.628259,0.628471,0.528025,0.655847,0.697756,0.37058,0.608953,0.467061,0.445868,WALKING_UPSTAIRS
0.20992,0.200784,0.068805,0.607495,0.484824,0.436371,0.171467,0.647407,0.18424,0.239508,0.069404,0.636058,0.489005,0.428368,0.622474,0.636863,0.270267,0.549404,0.252234,0.540232,WALKING_UPSTAIRS
0.191502,0.200302,0.088214,0.572861,0.470236,0.472141,0.282288,0.70451,0.157287,0.231337,0.093689,0.66795,0.695514,0.464294,0.655847,0.662985,0.322995,0.548155,0.313744,0.513504,WALKING_UPSTAIRS
0.293903,0.261607,0.033624,0.704297,0.536183,0.576517,0.189853,0.715089,0.228187,0.317078,0.092284,0.602422,0.667063,0.486016,0.649525,0.628416,0.233712,0.570129,0.394514,0.557405,WALKING_UPSTAIRS
0.333695,0.324147,0.092623,0.790018,0.54353,0.452875,0.245118,0.789674,0.395663,0.420334,0.173941,0.623498,0.575847,0.39706,0.639742,0.683434,0.407305,0.522333,0.324829,0.53054,WALKING_UPSTAIRS
0.14449,0.140377,0.039238,0.636254,0.598333,0.505985,0.283132,0.792627,0.058851,0.128812,0.0578,0.678086,0.613506,0.515979,0.659736,0.661243,0.409736,0.576046,0.363382,0.545524,WALKING_UPSTAIRS
0.327308,0.256014,0.171163,0.718622,0.559608,0.310531,0.236542,0.765387,0.199799,0.232681,0.103311,0.672198,0.688496,0.436189,0.690828,0.598001,0.186247,0.470491,0.576234,0.486018,WALKING_UPSTAIRS
0.301541,0.198067,0.131095,0.622887,0.680571,0.279142,0.048084,0.781496,0.263432,0.163975,0.120356,0.699693,0.684206,0.543916,0.656085,0.631721,0.339319,0.662509,0.602337,0.505461,WALKING_UPSTAIRS
0.235267,0.150792,0.144612,0.786179,0.563323,0.45994,0.002641,0.724802,0.153434,0.226912,0.188644,0.754739,0.645048,0.565819,0.68239,0.667687,0.338622,0.540982,0.514609,0.595486,WALKING_UPSTAIRS
0.267971,0.188387,0.119286,0.739124,0.532571,0.535089,0.182824,0.730449,0.189893,0.220795,0.15525,0.706029,0.698795,0.562375,0.785041,0.723843,0.39851,0.686117,0.595958,0.558138,WALKING_UPSTAIRS
0.498697,0.355419,0.118796,0.725025,0.705092,0.569721,0.179179,0.740162,0.621551,0.490757,0.278542,0.670164,0.898061,0.465795,0.759712,0.87429,0.379473,0.68425,0.761251,0.571889,WALKING_UPSTAIRS
0.443661,0.300242,0.132771,0.791373,0.586678,0.45555,0.172649,0.704672,0.557782,0.394201,0.217646,0.61451,0.798484,0.559055,0.501615,0.798526,0.41394,0.590196,0.625587,0.610333,WALKING_UPSTAIRS
0.210152,0.150877,0.049152,0.681148,0.607932,0.474683,0.152275,0.716038,0.200809,0.307967,0.087701,0.623597,0.615729,0.544549,0.613554,0.659597,0.479843,0.632737,0.575751,0.512633,WALKING_UPSTAIRS
-0.553002,-0.539124,-0.636339,-0.210873,-0.437269,-0.272463,0.106699,-0.063801,-0.675695,-0.666263,-0.732127,-0.279853,-0.05626,0.020457,-0.438386,-0.588127,-0.394359,0.003985,-0.359359,-0.127258,STANDING
-0.871924,-0.856916,-0.89451,-0.578438,-0.419802,-0.677351,0.063113,-0.601286,-0.902713,-0.891173,-0.937507,-0.791213,-0.466919,-0.597578,-1,-0.672172,-0.942216,-0.586861,-0.771789,-0.639734,STANDING
-0.956056,-0.958789,-0.966352,-0.73722,-0.539042,-0.713215,0.236803,-0.739759,-0.96002,-0.962834,-0.970742,-0.946357,-0.732819,-0.579334,-1,-0.93912,-1,-0.60589,-1,-0.871306,STANDING
-0.98162,-0.981849,-0.981373,-0.807351,-0.738946,-0.841782,-0.013402,-0.823571,-0.983329,-0.983819,-0.9889,-1,-0.904748,-0.754967,-1,-1,-1,-0.853531,-1,-1,STANDING
-0.992589,-0.99272,-0.993906,-0.930676,-0.814214,-0.812385,0.138809,-0.830553,-0.990787,-0.992011,-0.994055,-1,-1,-0.837884,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.994961,-0.995624,-0.997371,-0.915776,-0.858956,-0.817839,0.45605,-0.923543,-0.993248,-0.993869,-0.997971,-1,-1,-0.903572,-1,-1,-1,-1,-1,-1,STANDING
-0.996367,-0.996572,-0.998157,-0.839274,-0.858956,-0.853813,0.249345,-0.990589,-0.993823,-0.995914,-0.997939,-1,-1,-0.868799,-1,-1,-1,-1,-1,-1,STANDING
-0.995253,-0.996315,-0.998064,-0.888054,-0.908317,-0.75615,0.035561,-0.898316,-0.993089,-0.995987,-0.996235,-1,-1,-0.837884,-1,-1,-1,-1,-1,-1,STANDING
-0.991823,-0.99091,-0.987505,-0.915776,-0.84773,-0.775714,0.177969,-0.858738,-0.992125,-0.994114,-0.994615,-1,-0.94487,-0.813513,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.986775,-0.984805,-0.984663,-0.850744,-0.84773,-0.733766,0.123459,-0.870335,-0.988736,-0.989133,-0.992472,-1,-0.94487,-0.848109,-1,-1,-1,-0.907014,-1,-1,STANDING
-0.991708,-0.990559,-0.9927,-0.850744,-0.861527,-0.70575,-0.014362,-0.784407,-0.990651,-0.992695,-0.995061,-1,-0.94487,-0.94419,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.992895,-0.992876,-0.995331,-0.930676,-0.861527,-0.768706,-0.169197,-0.808743,-0.99174,-0.993098,-0.995881,-1,-0.94487,-0.903572,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.991852,-0.991855,-0.995613,-0.915776,-0.84773,-0.710952,-0.083625,-0.819632,-0.990822,-0.992453,-0.99528,-1,-0.94487,-0.868799,-1,-1,-1,-1,-1,-1,STANDING
-0.98961,-0.989954,-0.994684,-0.828235,-0.825386,-0.780416,0.019365,-0.807774,-0.987296,-0.991038,-0.993612,-1,-0.94487,-0.903572,-1,-1,-1,-1,-1,-1,STANDING
-0.994645,-0.994492,-0.996187,-0.901594,-0.917015,-0.87827,0.266709,-0.855715,-0.992485,-0.994594,-0.997892,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,STANDING
-0.999873,-1,-0.996624,-0.901594,-1,-0.864637,0.12729,-0.833302,-1,-0.999979,-1,-1,-1,-0.888552,-1,-1,-1,-1,-1,-1,STANDING
-0.369879,-0.423083,-0.387831,-0.29908,0.017294,0.057106,0.149371,-0.127642,-0.496933,-0.490694,-0.503392,-0.231211,-0.207729,0.201354,-0.553505,-0.530203,-0.582436,0.147024,-0.517213,-0.398534,STANDING
-0.779106,-0.761023,-0.8364,-0.828235,-0.750298,-0.692987,0.54077,-0.724366,-0.849247,-0.856478,-0.926238,-0.854006,-0.407927,-0.700232,-1,-1,-1,-0.508878,-1,-0.895847,STANDING
-0.964523,-0.963188,-0.97108,-0.844209,-0.756039,-0.768706,0.195721,-0.798769,-0.972506,-0.972723,-0.973144,-0.946357,-0.815786,-0.553251,-1,-1,-1,-0.638691,-1,-1,STANDING
-0.968307,-0.971805,-0.980354,-0.746317,-0.613695,-0.719711,-0.060938,-0.743252,-0.964865,-0.968519,-0.97944,-0.946357,-0.763544,-0.706083,-1,-1,-1,-0.843671,-1,-0.849081,STANDING
-0.960722,-0.962583,-0.97603,-0.705288,-0.540916,-0.76535,0.296235,-0.734754,-0.963352,-0.958583,-0.978079,-0.907316,-0.721837,-0.754967,-1,-1,-1,-0.816674,-1,-0.849081,STANDING
-0.969361,-0.971213,-0.984751,-0.76691,-0.604206,-0.78523,0.35773,-0.778291,-0.967261,-0.968053,-0.984956,-0.946357,-0.741924,-0.813513,-1,-1,-1,-0.873482,-1,-0.871306,STANDING
-0.980227,-0.979508,-0.988097,-0.807351,-0.702647,-0.722908,0.546259,-0.798974,-0.978778,-0.979853,-0.98822,-1,-0.812205,-0.784257,-1,-1,-1,-0.946182,-1,-0.923452,STANDING
-0.972859,-0.974043,-0.988047,-0.850744,-0.79187,-0.747042,0.497294,-0.788335,-0.976644,-0.975987,-0.989596,-1,-0.815786,-0.837884,-1,-1,-1,-0.946182,-1,-0.955696,STANDING
-0.9258,-0.937076,-0.971961,-0.807351,-0.463418,-0.692987,0.64709,-0.601275,-0.928438,-0.924703,-0.96918,-0.907316,-0.568414,-0.848109,-1,-0.823157,-1,-0.625686,-0.940965,-0.679844,STANDING
-0.920488,-0.9263,-0.943676,-0.672028,-0.347198,-0.684152,0.553008,-0.628513,-0.930231,-0.919993,-0.967176,-0.873892,-0.58222,-0.684389,-1,-0.792618,-1,-0.676235,-1,-0.648647,STANDING
-0.939682,-0.937068,-0.930305,-0.556201,-0.621139,-0.76994,-0.146523,-0.683955,-0.944087,-0.951254,-0.950763,-0.791213,-0.632611,-0.556549,-0.943699,-0.93912,-1,-0.739177,-0.940965,-0.747421,STANDING
-0.945359,-0.952994,-0.947479,-0.63169,-0.498301,-0.63179,0.386139,-0.634504,-0.949314,-0.94693,-0.965876,-0.844178,-0.670814,-0.684389,-0.943699,-0.93912,-1,-0.686579,-0.898,-0.66225,STANDING
-0.957471,-0.970769,-0.981123,-0.807351,-0.574133,-0.628853,0.462592,-0.665876,-0.954976,-0.956934,-0.975307,-0.946357,-0.703136,-0.729523,-1,-1,-0.942216,-0.695654,-0.898,-0.690638,STANDING
-0.992368,-0.991821,-0.996058,-0.888054,-0.806636,-0.730582,0.317945,-0.865302,-0.990322,-0.992042,-0.995617,-1,-1,-0.868799,-1,-1,-1,-1,-1,-1,STANDING
-0.992103,-0.991768,-0.997745,-0.901594,-0.737849,-0.746139,0.466182,-0.943465,-0.990284,-0.991185,-0.996733,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,STANDING
-0.98868,-0.992057,-0.997246,-0.888054,-0.701292,-0.677654,0.041875,-0.791545,-0.983967,-0.988624,-0.993358,-1,-1,-0.903572,-1,-1,-0.942216,-1,-1,-0.761429,STANDING
-0.348877,-0.318569,-0.576917,-0.4982,-0.982792,-0.710642,0.322015,-0.455768,-0.483364,-0.534133,-0.639697,-0.514107,-0.182917,-0.184284,-1,-0.85688,-0.83215,0.031911,-0.861217,-0.718599,SITTING
-0.92419,-0.912502,-0.927488,-0.787925,-0.836903,-0.65329,0.316996,-0.882073,-0.96883,-0.955995,-0.968207,-0.820753,-0.849961,-0.674978,-1,-1,-1,-0.790533,-1,-1,SITTING
-0.971058,-0.972508,-0.981063,-0.716503,-0.816372,-0.712907,0.113981,-0.81739,-0.97829,-0.978625,-0.987034,-0.946357,-0.815786,-0.848109,-1,-1,-1,-0.843671,-1,-1,SITTING
-0.984949,-0.984462,-0.990805,-0.753629,-0.858956,-0.720007,0.114491,-0.845526,-0.986161,-0.986822,-0.991077,-1,-0.94487,-0.837884,-1,-1,-0.942216,-0.946182,-1,-1,SITTING
