@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-40,43-50,52,54-56,58-102,104-234,236-366,369-558,560-562'

@attribute tGravityAcc-mean()-X numeric
@attribute tGravityAcc-mean()-Y numeric
@attribute tGravityAcc-max()-Y numeric
@attribute tGravityAcc-min()-X numeric
@attribute tGravityAcc-energy()-X numeric
@attribute tBodyAccJerk-entropy()-X numeric
@attribute tBodyAccJerkMag-entropy() numeric
@attribute fBodyAccJerk-entropy()-X numeric
@attribute fBodyAccJerk-entropy()-Y numeric
@attribute angle(X-gravityMean) numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
0.849742,-0.315533,-0.330251,0.868463,0.611092,0.554135,0.587109,0.429777,0.364965,-0.547626,WALKING_UPSTAIRS
0.845152,-0.320194,-0.330993,0.856836,0.59998,0.565162,0.573069,0.348221,0.257839,-0.545109,WALKING_UPSTAIRS
0.847087,-0.315055,-0.318611,0.856836,0.604699,0.396083,0.616952,0.35532,0.272186,-0.548723,WALKING_UPSTAIRS
0.847621,-0.305928,-0.318611,0.857269,0.605983,0.419034,0.558378,0.371708,0.24393,-0.553588,WALKING_UPSTAIRS
0.968093,-0.095333,-0.082935,0.978332,0.911947,-0.228106,-0.065115,-0.532,-0.764658,-0.925848,STANDING
0.975269,-0.066703,-0.082935,0.988659,0.930956,-0.367362,-0.330894,-0.715926,-0.792618,-0.916969,STANDING
0.973858,-0.077245,-0.090796,0.992071,0.927197,-0.525393,-0.427094,-1,-0.85688,-0.91024,STANDING
0.97354,-0.090646,-0.102943,0.992071,0.92635,-0.763782,-0.60987,-1,-0.93912,-0.908419,STANDING
0.974087,-0.103278,-0.111433,0.993661,0.927804,-0.831832,-0.756476,-1,-1,-0.902981,STANDING
0.973957,-0.098037,-0.112063,0.993595,0.927459,-0.819949,-0.828836,-1,-1,-0.905256,STANDING
0.973917,-0.091073,-0.112063,0.993177,0.927353,-0.870615,-0.778617,-1,-1,-0.906334,STANDING
0.973469,-0.092554,-0.113324,0.992612,0.92616,-0.839274,-0.817675,-1,-1,-0.901419,STANDING
0.972732,-0.089927,-0.112201,0.99222,0.924202,-0.807351,-0.826882,-1,-1,-0.899879,STANDING
0.972693,-0.089514,-0.112201,0.99222,0.924097,-0.862673,-0.80347,-1,-1,-0.900434,STANDING
0.973298,-0.08841,-0.108667,0.992274,0.925706,-0.875096,-0.922024,-1,-1,-0.902591,STANDING
0.973417,-0.085328,-0.108666,0.99256,0.926021,-0.901594,-0.882892,-1,-1,-0.905997,STANDING
0.972977,-0.086822,-0.108666,0.99251,0.924852,-0.930676,-0.793168,-1,-1,-0.906492,STANDING
0.960711,-0.198829,-0.183132,0.931962,0.892664,-0.66226,-0.527129,-0.902724,-0.692824,-0.809357,STANDING
0.97106,-0.168445,-0.183132,0.98863,0.919763,-0.901594,-0.878478,-1,-1,-0.841614,STANDING
0.969365,-0.166299,-0.183276,0.98863,0.91526,-0.901594,-0.770686,-1,-1,-0.845233,STANDING
0.970126,-0.167708,-0.189914,0.989094,0.917279,-0.875096,-0.791258,-1,-1,-0.844499,STANDING
0.970799,-0.167189,-0.189612,0.990118,0.919064,-0.797535,-0.770684,-1,-1,-0.846167,STANDING
0.971091,-0.166105,-0.187237,0.990801,0.919839,-0.75742,-0.821799,-1,-1,-0.847686,STANDING
0.970794,-0.165058,-0.187237,0.990177,0.919051,-0.817601,-0.933023,-1,-1,-0.8489,STANDING
0.970465,-0.165822,-0.187488,0.990177,0.918177,-0.888054,-0.89838,-1,-1,-0.848667,STANDING
0.970761,-0.165575,-0.187154,0.990197,0.918965,-0.875096,-0.888871,-1,-1,-0.849654,STANDING
0.706042,0.322598,0.460303,0.64354,0.28751,-0.387336,-0.408072,-0.836457,-0.738881,-0.437986,SITTING
0.631054,0.472872,0.460303,0.64354,0.123139,-0.679877,-0.75991,-1,-1,-0.30746,SITTING
0.634126,0.4635,0.448947,0.646364,0.129257,-0.629582,-0.718657,-1,-1,-0.326733,SITTING
0.633436,0.467969,0.435234,0.65692,0.127835,-0.688012,-0.77232,-1,-1,-0.325192,SITTING
0.630059,0.474212,0.435234,0.65692,0.120955,-0.817601,-0.80227,-1,-1,-0.320328,SITTING
0.631725,0.472505,0.434403,0.657054,0.124342,-0.807351,-0.901963,-1,-1,-0.322828,SITTING
0.634572,0.470015,0.433354,0.658033,0.130136,-0.778718,-0.858469,-1,-1,-0.325834,SITTING
0.638501,0.467851,0.429639,0.662164,0.138159,-0.817601,-0.819928,-1,-1,-0.329638,SITTING
0.846743,0.276739,0.432877,0.712518,0.606778,-0.520279,-0.476553,-0.646947,-0.764658,-0.609972,SITTING
0.882001,0.244532,0.22581,0.896408,0.690559,-0.664456,-0.765193,-1,-1,-0.664631,SITTING
0.876906,0.257838,0.22581,0.896408,0.677859,-0.725292,-0.811362,-1,-1,-0.660759,SITTING
0.877453,0.261283,0.233634,0.8966,0.679214,-0.817601,-0.854005,-1,-1,-0.659609,SITTING
0.875664,0.267384,0.237589,0.895044,0.674777,-0.761244,-0.846248,-1,-1,-0.655669,SITTING
0.873657,0.271574,0.237995,0.895044,0.669798,-0.74495,-0.892918,-1,-1,-0.651537,SITTING
0.873184,0.272809,0.239635,0.893201,0.668626,-0.769828,-0.845607,-1,-1,-0.649832,SITTING
0.871495,0.274074,0.240091,0.892281,0.664447,-0.839274,-0.817944,-1,-1,-0.647116,SITTING
0.87083,0.274784,0.240631,0.892281,0.662802,-0.786949,-0.830584,-1,-1,-0.645852,SITTING
0.869517,0.276257,0.245026,0.887824,0.659563,-0.707019,-0.790188,-1,-1,-0.643671,SITTING
0.866492,0.278727,0.245302,0.887126,0.6521,-0.769828,-0.827107,-1,-1,-0.639435,SITTING
0.865837,0.279159,0.245302,0.887126,0.650486,-0.778718,-0.908344,-1,-1,-0.638912,SITTING
0.865207,0.280312,0.248326,0.885395,0.648936,-0.787925,-0.914286,-1,-1,-0.637786,SITTING
0.864478,0.282139,0.248326,0.885395,0.647141,-0.839274,-0.873071,-1,-1,-0.635035,SITTING
-0.300327,0.829907,0.827886,-0.292927,-0.97122,-0.708021,-0.782873,-1,-1,0.467313,LAYING
-0.268577,0.828591,0.785164,-0.254178,-0.960878,-0.73722,-0.916208,-1,-1,0.443349,LAYING
-0.268465,0.833371,0.785164,-0.225674,-0.960918,-0.73722,-0.942029,-1,-1,0.443592,LAYING
-0.270458,0.832151,0.784384,-0.225674,-0.961686,-0.850744,-0.94757,-1,-1,0.445005,LAYING
-0.268908,0.832291,0.783477,-0.223799,-0.961104,-0.769828,-0.843073,-1,-1,0.443873,LAYING
-0.269534,0.832156,0.783477,-0.22368,-0.961341,-0.752955,-0.862078,-1,-1,0.44442,LAYING
-0.268413,0.831484,0.782961,-0.22368,-0.960916,-0.819949,-0.906469,-1,-1,0.443591,LAYING
-0.266869,0.830682,0.782167,-0.221005,-0.960331,-0.870615,-0.846248,-1,-1,0.442326,LAYING
-0.26689,0.82996,0.781692,-0.220224,-0.960339,-0.875096,-0.85192,-1,-1,0.442277,LAYING
-0.267561,0.830502,0.781842,-0.221954,-0.960594,-0.817601,-0.885198,-1,-1,0.442859,LAYING
-0.268423,0.830914,0.782476,-0.221982,-0.960921,-0.850744,-0.889094,-1,-1,0.443583,LAYING
-0.268429,0.831349,0.782719,-0.221982,-0.960924,-0.820804,-0.863039,-1,-1,0.443654,LAYING
-0.268163,0.831392,0.782719,-0.221743,-0.960823,-0.70518,-0.818018,-1,-1,0.443489,LAYING
-0.36405,0.902779,0.870622,-0.37996,-0.987342,-0.614422,-0.546465,-0.867644,-0.499585,0.512832,LAYING
-0.330415,0.906715,0.858388,-0.301232,-0.980848,-0.769828,-0.854005,-1,-1,0.488619,LAYING
-0.333746,0.908293,0.858388,-0.28826,-0.981741,-0.70518,-0.817944,-1,-1,0.491153,LAYING
-0.336835,0.90632,0.857212,-0.288639,-0.982545,-0.696442,-0.78209,-1,-1,0.493314,LAYING
-0.336524,0.90664,0.856111,-0.288639,-0.982466,-0.748262,-0.827467,-1,-1,0.493088,LAYING
-0.336138,0.907722,0.856406,-0.288291,-0.982368,-0.763782,-0.887548,-1,-1,0.492832,LAYING
-0.33613,0.907541,0.856406,-0.288062,-0.982366,-0.797535,-0.874075,-1,-1,0.492854,LAYING
-0.334132,0.907295,0.856001,-0.288062,-0.98185,-0.828235,-0.822339,-1,-1,0.491421,LAYING
-0.331862,0.906885,0.856001,-0.285985,-0.981262,-0.817601,-0.877012,-1,-1,0.489686,LAYING
-0.331239,0.906355,0.855843,-0.283266,-0.981099,-0.786949,-0.913737,-1,-1,0.489156,LAYING
-0.331309,0.906589,0.855539,-0.283771,-0.981117,-0.725292,-0.890489,-1,-1,0.489233,LAYING
-0.331804,0.906696,0.855794,-0.283771,-0.981247,-0.72265,-0.921371,-1,-1,0.489625,LAYING
0.957309,-0.256624,-0.246237,0.966359,0.883479,0.773409,0.762297,0.558859,0.64404,-0.764563,WALKING
0.95199,-0.275576,-0.281361,0.966359,0.869456,0.807654,0.796928,0.660698,0.812259,-0.746518,WALKING
0.955426,-0.27242,-0.288413,0.971481,0.878467,0.651127,0.79767,0.630077,0.744742,-0.75053,WALKING
0.957698,-0.274154,-0.288413,0.971505,0.884441,0.649771,0.780937,0.550659,0.632348,-0.750852,WALKING
0.948049,-0.279621,-0.291411,0.945958,0.859259,0.72722,0.754861,0.516868,0.732679,-0.74451,WALKING
0.934396,-0.279453,-0.293888,0.945935,0.823658,0.582234,0.76836,0.517845,0.722514,-0.742086,WALKING
0.934949,-0.272784,-0.28364,0.945935,0.825071,0.686536,0.716905,0.477713,0.714552,-0.748177,WALKING
0.943395,-0.269848,-0.28364,0.955644,0.847024,0.773046,0.744119,0.488403,0.678371,-0.751938,WALKING
0.948832,-0.269905,-0.275873,0.961134,0.861196,0.65144,0.760572,0.429055,0.612183,-0.752418,WALKING
0.949366,-0.262599,-0.275873,0.964724,0.862585,0.692201,0.73503,0.358816,0.633282,-0.759394,WALKING
0.948706,-0.264286,-0.276194,0.964724,0.860858,0.64366,0.744002,0.504622,0.729019,-0.757628,WALKING
0.949815,-0.27269,-0.285502,0.964729,0.863759,0.572003,0.74542,0.54001,0.687286,-0.749772,WALKING
0.950008,-0.269712,-0.279056,0.963839,0.864266,0.545503,0.754301,0.50429,0.735393,-0.751991,WALKING
0.963819,-0.235534,-0.214837,0.966825,0.900673,0.642676,0.713716,0.534901,0.634361,-0.787375,WALKING
0.956433,-0.27089,-0.239362,0.970903,0.881127,0.609174,0.731073,0.565587,0.72215,-0.751795,WALKING
0.953887,-0.278615,-0.287398,0.970516,0.874426,0.715911,0.751021,0.63687,0.630868,-0.743027,WALKING
0.94943,-0.278817,-0.287398,0.960889,0.862763,0.718637,0.759551,0.614544,0.73498,-0.744814,WALKING
0.946579,-0.279024,-0.28297,0.960889,0.855302,0.769247,0.744399,0.598566,0.631898,-0.745268,WALKING
0.94897,-0.271948,-0.28297,0.963869,0.861549,0.77593,0.769941,0.648581,0.657904,-0.752249,WALKING
0.953978,-0.273509,-0.288135,0.966359,0.874679,0.528463,0.749259,0.658323,0.762665,-0.751183,WALKING
0.959361,-0.27058,-0.283232,0.969951,0.888825,0.47435,0.782237,0.578068,0.740925,-0.75523,WALKING
0.957033,-0.264334,-0.281123,0.966855,0.882716,0.609781,0.750904,0.444451,0.734009,-0.760867,WALKING
0.948163,-0.266034,-0.281123,0.960366,0.859463,0.663855,0.737027,0.363853,0.79316,-0.757609,WALKING
0.927863,-0.309483,-0.278614,0.93153,0.806922,0.560536,0.647355,0.479583,0.594354,-0.711953,WALKING
0.916948,-0.218515,-0.227398,0.91795,0.778982,0.490963,0.852476,0.712721,0.748852,-0.793695,WALKING_DOWNSTAIRS
0.929894,-0.221284,-0.22243,0.91795,0.812319,0.554366,0.858936,0.756686,0.592552,-0.793318,WALKING_DOWNSTAIRS
0.949283,-0.210861,-0.221349,0.9547,0.862421,0.682696,0.897407,0.726502,0.715254,-0.808961,WALKING_DOWNSTAIRS
0.946673,-0.221478,-0.221349,0.950058,0.855616,0.531036,0.838716,0.713255,0.770342,-0.79983,WALKING_DOWNSTAIRS
0.953662,-0.232112,-0.236788,0.950058,0.874046,0.532744,0.803895,0.765187,0.852539,-0.79111,WALKING_DOWNSTAIRS
0.944307,-0.242596,-0.236788,0.932338,0.849886,0.644534,0.773962,0.739145,0.778649,-0.779382,WALKING_DOWNSTAIRS
0.926524,-0.249032,-0.253825,0.932338,0.803361,0.644067,0.782237,0.775706,0.689074,-0.770617,WALKING_DOWNSTAIRS
0.92234,-0.237236,-0.255265,0.921057,0.792764,0.567912,0.917068,0.969695,0.791304,-0.780289,WALKING_DOWNSTAIRS
0.93301,-0.225336,-0.219695,0.929604,0.820133,0.556414,0.934153,0.908013,0.838534,-0.79467,WALKING_DOWNSTAIRS
0.937107,-0.220031,-0.219695,0.944408,0.830697,0.641739,0.92753,0.747078,0.803906,-0.799182,WALKING_DOWNSTAIRS
0.936376,-0.232836,-0.226033,0.944408,0.828883,0.74734,0.913119,0.853472,0.760782,-0.787073,WALKING_DOWNSTAIRS
0.952261,-0.238865,-0.241558,0.944602,0.870426,0.631496,0.932779,0.83306,0.80687,-0.782651,WALKING_DOWNSTAIRS
0.952941,-0.24262,-0.241951,0.954493,0.872116,0.698238,0.89878,0.815663,0.875417,-0.778413,WALKING_DOWNSTAIRS
0.934302,-0.199812,-0.209849,0.943211,0.823463,0.740366,0.863445,0.914805,0.761838,-0.819009,WALKING_DOWNSTAIRS
0.935751,-0.194813,-0.209849,0.940672,0.827203,0.606387,0.849106,0.893177,0.781126,-0.82432,WALKING_DOWNSTAIRS
0.943653,-0.202806,-0.215744,0.940672,0.847861,0.514602,0.855801,0.781953,0.795434,-0.817882,WALKING_DOWNSTAIRS
0.962557,-0.211034,-0.215744,0.966322,0.897288,0.672458,0.876373,0.834529,0.936688,-0.812066,WALKING_DOWNSTAIRS
0.952929,-0.210271,-0.222379,0.936174,0.872249,0.689669,0.889339,0.910795,0.86004,-0.812065,WALKING_DOWNSTAIRS
0.925462,-0.209411,-0.222467,0.926277,0.800868,0.675636,0.852593,0.740973,0.78827,-0.809275,WALKING_DOWNSTAIRS
0.935786,-0.207403,-0.219093,0.926277,0.827857,0.592849,0.834208,0.66482,0.707033,-0.812451,WALKING_DOWNSTAIRS
0.940624,-0.283497,-0.284466,0.927922,0.840021,0.733576,0.715876,0.546766,0.680007,-0.739576,WALKING_UPSTAIRS
0.914127,-0.309154,-0.299237,0.908302,0.771951,0.75119,0.727314,0.573772,0.64057,-0.710543,WALKING_UPSTAIRS
0.90922,-0.333267,-0.325801,0.908302,0.759205,0.683734,0.694959,0.522117,0.651836,-0.686108,WALKING_UPSTAIRS
0.913765,-0.333778,-0.343871,0.920932,0.770682,0.757337,0.654654,0.582046,0.641174,-0.687215,WALKING_UPSTAIRS
0.906903,-0.332924,-0.343871,0.919087,0.753179,0.609781,0.647003,0.657249,0.595587,-0.686684,WALKING_UPSTAIRS
0.913734,-0.336365,-0.34439,0.919087,0.770619,0.574642,0.663751,0.658518,0.564191,-0.684937,WALKING_UPSTAIRS
0.909842,-0.33513,-0.344115,0.905174,0.760822,0.614319,0.684407,0.548934,0.345421,-0.68519,WALKING_UPSTAIRS
0.942172,-0.293649,-0.290767,0.925466,0.844058,0.841331,0.753767,0.625748,0.779027,-0.729874,WALKING_UPSTAIRS
0.911868,-0.325083,-0.303402,0.904625,0.766242,0.773566,0.732915,0.655847,0.697756,-0.694956,WALKING_UPSTAIRS
0.891506,-0.329019,-0.326998,0.895245,0.714362,0.607495,0.647407,0.622474,0.636863,-0.685347,WALKING_UPSTAIRS
0.906301,-0.306889,-0.309285,0.895245,0.751954,0.572861,0.70451,0.655847,0.662985,-0.710462,WALKING_UPSTAIRS
0.91209,-0.308873,-0.309285,0.903211,0.766582,0.704297,0.715089,0.649525,0.628416,-0.710041,WALKING_UPSTAIRS
0.903505,-0.31844,-0.31711,0.903211,0.74467,0.790018,0.789674,0.639742,0.683434,-0.69944,WALKING_UPSTAIRS
0.907861,-0.317979,-0.32665,0.917625,0.75563,0.636254,0.792627,0.659736,0.661243,-0.700583,WALKING_UPSTAIRS
0.946897,-0.289627,-0.280877,0.938811,0.856293,0.718622,0.765387,0.690828,0.598001,-0.735283,WALKING_UPSTAIRS
0.918147,-0.316336,-0.30853,0.896377,0.782241,0.622887,0.781496,0.656085,0.631721,-0.704677,WALKING_UPSTAIRS
0.88511,-0.319943,-0.323566,0.882222,0.698539,0.786179,0.724802,0.68239,0.667687,-0.694247,WALKING_UPSTAIRS
0.885435,-0.313466,-0.32347,0.882222,0.699391,0.739124,0.730449,0.785041,0.723843,-0.700015,WALKING_UPSTAIRS
0.902438,-0.328128,-0.32347,0.89365,0.742074,0.725025,0.740162,0.759712,0.87429,-0.689131,WALKING_UPSTAIRS
0.900857,-0.33125,-0.320357,0.901874,0.73803,0.791373,0.704672,0.501615,0.798526,-0.686906,WALKING_UPSTAIRS
0.902228,-0.314705,-0.319342,0.91102,0.74137,0.681148,0.716038,0.613554,0.659597,-0.70266,WALKING_UPSTAIRS
0.974816,-0.034986,-0.002315,0.887835,0.930751,-0.210873,-0.063801,-0.438386,-0.588127,-0.872688,STANDING
0.979831,-0.000787,-0.002315,0.989514,0.943242,-0.578438,-0.601286,-1,-0.672172,-0.943708,STANDING
0.971817,-0.01879,-0.030369,0.989514,0.92177,-0.73722,-0.739759,-1,-0.93912,-0.924422,STANDING
0.972724,-0.020836,-0.044904,0.991749,0.924181,-0.807351,-0.823571,-1,-1,-0.911496,STANDING
0.97254,-0.023374,-0.046142,0.991987,0.923691,-0.930676,-0.830553,-1,-1,-0.908948,STANDING
0.97231,-0.024102,-0.050065,0.991737,0.923079,-0.915776,-0.923543,-1,-1,-0.910822,STANDING
0.972422,-0.02301,-0.048364,0.991737,0.923376,-0.839274,-0.990589,-1,-1,-0.912599,STANDING
0.97302,-0.021574,-0.047638,0.992122,0.924968,-0.888054,-0.898316,-1,-1,-0.914234,STANDING
0.97294,-0.021571,-0.047638,0.992377,0.924754,-0.915776,-0.858738,-1,-1,-0.913878,STANDING
0.972487,-0.02409,-0.047638,0.992015,0.923548,-0.850744,-0.870335,-1,-1,-0.907163,STANDING
0.972063,-0.02514,-0.049897,0.991711,0.922422,-0.850744,-0.784407,-1,-1,-0.903269,STANDING
0.972213,-0.023732,-0.049822,0.991711,0.922821,-0.930676,-0.808743,-1,-1,-0.906385,STANDING
0.972719,-0.022657,-0.047871,0.991904,0.924165,-0.915776,-0.819632,-1,-1,-0.906914,STANDING
0.972409,-0.02184,-0.047819,0.991564,0.923343,-0.828235,-0.807774,-1,-1,-0.907152,STANDING
0.971924,-0.022183,-0.047819,0.991564,0.922052,-0.901594,-0.855715,-1,-1,-0.907483,STANDING
0.971961,-0.022125,-0.047689,0.991593,0.922153,-0.901594,-0.833302,-1,-1,-0.908055,STANDING
0.886369,-0.127684,0.086479,0.882206,0.701594,-0.29908,-0.127642,-0.553505,-0.530203,-0.781995,STANDING
0.895547,-0.141527,-0.125549,0.892602,0.724765,-0.828235,-0.724366,-1,-1,-0.644551,STANDING
0.916599,-0.108666,-0.125549,0.918787,0.777886,-0.844209,-0.798769,-1,-1,-0.692275,STANDING
0.921309,-0.112244,-0.12794,0.941274,0.789907,-0.746317,-0.743252,-1,-1,-0.701185,STANDING
0.923197,-0.113123,-0.135333,0.942073,0.794752,-0.705288,-0.734754,-1,-1,-0.704406,STANDING
0.92396,-0.112074,-0.135333,0.943544,0.796711,-0.76691,-0.778291,-1,-1,-0.708142,STANDING
0.923395,-0.112864,-0.135336,0.943544,0.795259,-0.807351,-0.798974,-1,-1,-0.707434,STANDING
0.924759,-0.111802,-0.133115,0.943621,0.798766,-0.850744,-0.788335,-1,-1,-0.711297,STANDING
0.926701,-0.110669,-0.133115,0.945784,0.80376,-0.807351,-0.601275,-1,-0.823157,-0.715771,STANDING
0.929935,-0.110917,-0.130155,0.948048,0.812106,-0.672028,-0.628513,-1,-0.792618,-0.723305,STANDING
0.936183,-0.10788,-0.128315,0.948897,0.828269,-0.556201,-0.683955,-0.943699,-0.93912,-0.740777,STANDING
0.93598,-0.1105,-0.128315,0.949737,0.827742,-0.63169,-0.634504,-0.943699,-0.93912,-0.739631,STANDING
0.93095,-0.117158,-0.134207,0.949714,0.814719,-0.807351,-0.665876,-1,-1,-0.724505,STANDING
0.930781,-0.117809,-0.140551,0.949714,0.81428,-0.888054,-0.865302,-1,-1,-0.723403,STANDING
0.932039,-0.116745,-0.140519,0.951766,0.817528,-0.901594,-0.943465,-1,-1,-0.726161,STANDING
0.931801,-0.116498,-0.140519,0.951958,0.816912,-0.888054,-0.791545,-1,-1,-0.726654,STANDING
0.819738,0.163025,0.226457,0.789828,0.541286,-0.4982,-0.455768,-1,-0.85688,-0.578842,SITTING
0.773325,0.240906,0.226457,0.789828,0.430608,-0.787925,-0.882073,-1,-1,-0.470419,SITTING
0.772471,0.228253,0.211042,0.790526,0.42859,-0.716503,-0.81739,-1,-1,-0.489641,SITTING
0.772757,0.228861,0.197683,0.795981,0.429239,-0.753629,-0.845526,-1,-1,-0.487248,SITTING
0.771465,0.230754,0.197683,0.794223,0.42628,-0.817601,-0.887655,-1,-1,-0.485508,SITTING
0.770818,0.230412,0.197033,0.793928,0.424799,-0.828235,-0.902196,-1,-1,-0.485583,SITTING
0.772619,0.229554,0.197027,0.793928,0.428926,-0.930676,-0.893406,-1,-1,-0.487528,SITTING
0.773194,0.229393,0.196578,0.795026,0.430242,-0.963044,-0.777394,-1,-1,-0.487854,SITTING
0.771556,0.229781,0.196673,0.795026,0.426488,-0.963044,-0.796218,-1,-1,-0.485503,SITTING
0.769993,0.230558,0.198395,0.791818,0.422913,-0.850744,-0.868471,-1,-1,-0.483344,SITTING
0.768679,0.231241,0.198395,0.791818,0.41991,-0.708021,-0.749712,-1,-1,-0.481835,SITTING
0.991549,0.043527,0.056349,0.963981,0.975855,-0.332223,-0.329139,-0.518206,-0.477173,-0.918377,SITTING
0.955551,0.075706,0.060786,0.963981,0.878923,-0.624408,-0.71321,-1,-1,-0.877648,SITTING
0.957335,0.086598,0.060786,0.964628,0.883513,-0.828235,-0.77023,-1,-1,-0.870694,SITTING
0.959344,0.083631,0.056905,0.975683,0.888776,-0.787925,-0.813348,-1,-1,-0.87042,SITTING
0.956267,0.084559,0.058109,0.975596,0.880673,-0.730889,-0.840015,-1,-1,-0.864037,SITTING
0.955671,0.088223,0.062878,0.975131,0.879105,-0.714697,-0.870641,-1,-1,-0.861373,SITTING
0.955192,0.091965,0.063663,0.974721,0.877848,-0.761244,-0.861683,-1,-1,-0.859068,SITTING
0.95476,0.094367,0.067287,0.974721,0.876713,-0.75742,-0.824205,-1,-1,-0.858969,SITTING
0.954585,0.096904,0.068695,0.974229,0.876254,-0.76691,-0.857603,-1,-1,-0.855601,SITTING
0.954364,0.098411,0.068771,0.974113,0.875674,-0.678256,-0.728714,-1,-1,-0.850879,SITTING
0.953177,0.100527,0.076909,0.968182,0.872562,-0.447802,-0.523767,-0.867644,-1,-0.845762,SITTING
0.948394,0.10631,0.080603,0.961885,0.860049,-0.141508,-0.196342,-0.4689,-0.652923,-0.832623,SITTING
0.941099,0.111773,0.086124,0.956715,0.84103,-0.199857,-0.110081,-0.419029,-0.634972,-0.815126,SITTING
-0.211096,0.361361,0.526703,-0.429673,-0.868515,0.102324,-0.087076,-0.289043,-0.393009,0.39228,LAYING
-0.441105,0.303603,0.280504,-0.429673,-0.997812,-0.398335,-0.609028,-0.75852,-1,0.568405,LAYING
-0.435987,0.314745,0.29237,-0.417817,-0.998523,-0.22777,-0.038749,-0.574554,-0.715006,0.564592,LAYING
-0.435352,0.329497,0.312835,-0.393521,-0.998559,-0.029434,0.176579,-0.4689,-0.634972,0.564165,LAYING
-0.440979,0.345798,0.313057,-0.39378,-0.998947,-0.10821,-0.022475,-0.553505,-0.764658,0.56824,LAYING
-0.429923,0.349787,0.317084,-0.39378,-0.997894,-0.192614,-0.156474,-0.606633,-0.93912,0.560266,LAYING
-0.403108,0.352067,0.318371,-0.388218,-0.99498,-0.221588,-0.208189,-0.574554,-0.85688,0.540907,LAYING
-0.410528,0.351618,0.318371,-0.39527,-0.995711,-0.193489,-0.238715,-0.606633,-0.823157,0.546245,LAYING
-0.434471,0.346669,0.31416,-0.39527,-0.998424,-0.427979,-0.510082,-0.902724,-0.894813,0.563536,LAYING
-0.434934,0.341085,0.309869,-0.396543,-0.998505,-0.761244,-0.898131,-1,-1,0.563859,LAYING
-0.444592,0.331295,0.305763,-0.40807,-0.999016,-0.761244,-0.863988,-1,-1,0.570818,LAYING
-0.458679,0.321666,0.294026,-0.419882,-0.999742,-0.769828,-0.860399,-1,-1,0.580964,LAYING
-0.464145,0.316442,0.286308,-0.421386,-0.999863,-0.787925,-0.86179,-1,-1,0.584896,LAYING
-0.467165,0.451578,0.677547,-0.575653,-0.963344,0.385302,0.25787,0.055121,-0.357249,0.586943,LAYING
-0.564395,0.36624,0.370559,-0.575653,-0.989894,-0.136532,-0.057697,-0.352411,-0.738881,0.65597,LAYING
-0.499092,0.393022,0.370559,-0.522017,-0.998629,-0.529449,-0.576273,-0.902724,-1,0.610003,LAYING
-0.508332,0.380102,0.370549,-0.488296,-0.99821,-0.524313,-0.72057,-0.943699,-1,0.616572,LAYING
-0.535963,0.363539,0.337974,-0.495497,-0.996514,-0.597347,-0.700118,-0.943699,-1,0.636347,LAYING
-0.555383,0.359049,0.326609,-0.532489,-0.993643,-0.550757,-0.786018,-1,-1,0.650292,LAYING
-0.574842,0.354971,0.323746,-0.532489,-0.990711,-0.584817,-0.786263,-1,-1,0.664218,LAYING
-0.581518,0.351441,0.318684,-0.54087,-0.989461,-0.643319,-0.826946,-1,-1,0.669023,LAYING
-0.58189,0.349041,0.318895,-0.54087,-0.989344,-0.691933,-0.90944,-1,-1,0.669307,LAYING
-0.573127,0.351974,0.31963,-0.540003,-0.990998,-0.695948,-0.834755,-1,-1,0.663012,LAYING
-0.577622,0.350787,0.31963,-0.537982,-0.990156,-0.672028,-0.861997,-1,-1,0.666176,LAYING
-0.578735,0.349018,0.315395,-0.537982,-0.989984,-0.684308,-0.913737,-1,-1,0.666932,LAYING
-0.579527,0.347291,0.315395,-0.537421,-0.989833,-0.664456,-0.83962,-1,-1,0.66751,LAYING
-0.580588,0.346083,0.312447,-0.537421,-0.989649,-0.748262,-0.859539,-1,-1,0.668336,LAYING
-0.582345,0.345384,0.312447,-0.541394,-0.989277,-0.692457,-0.894723,-1,-1,0.669647,LAYING
-0.579598,0.346081,0.315494,-0.541394,-0.989732,-0.72265,-0.860722,-1,-1,0.667657,LAYING
0.882292,-0.17728,-0.181266,0.880643,0.691346,0.503982,0.75862,0.427566,0.652393,-0.61927,WALKING
0.867177,-0.16895,-0.182216,0.876955,0.65388,0.591549,0.821729,0.577684,0.767819,-0.611753,WALKING
0.871072,-0.168088,-0.182847,0.876955,0.663555,0.6682,0.822009,0.494451,0.706927,-0.607056,WALKING
0.884226,-0.173655,-0.183505,0.892952,0.696104,0.629548,0.850759,0.549186,0.772213,-0.608595,WALKING
0.883713,-0.176458,-0.189318,0.889471,0.694819,0.569683,0.83258,0.428549,0.60029,-0.612971,WALKING
0.873667,-0.173237,-0.187172,0.882915,0.669902,0.581306,0.795555,0.507456,0.590885,-0.616297,WALKING
0.870142,-0.16539,-0.177564,0.882915,0.661125,0.599593,0.774169,0.559421,0.518625,-0.615624,WALKING
0.871554,-0.160447,-0.17746,0.886961,0.664605,0.52462,0.784352,0.49797,0.444654,-0.612712,WALKING
