@relation 'activity_recognition_dataset_modifier_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Remove-R21-117'

@attribute -0.059fBodyAcc-sma()-0.059fBodyAccJerk-sma()-0.059tBodyAccJerk-sma()-0.059fBodyGyro-sma()-0.058tBodyAccJerkMag-sma()... numeric
@attribute -0.122fBodyAcc-meanFreq()-Z-0.12tBodyGyroMag-arCoeff()1-0.118tGravityAccMag-arCoeff()1-0.118tBodyAccMag-arCoeff()1-0.118fBodyAccMag-meanFreq()... numeric
@attribute 0.104fBodyGyro-bandsEnergy()-P-9_16+0.103tGravityAcc-energy()-Z+0.102tGravityAcc-entropy()-Y-0.101tGravityAcc-arCoeff()-X1-0.101tGravityAcc-energy()-X... numeric
@attribute 0.148tGravityAcc-max()-Z+0.144tGravityAcc-mean()-Z-0.143angle(Z-gravityMean)+0.139tGravityAcc-min()-Z-0.133tGravityAcc-min()-X... numeric
@attribute -0.168angle(X-gravityMean)+0.166tGravityAcc-energy()-X+0.163tGravityAcc-max()-X+0.161tGravityAcc-mean()-X+0.159tGravityAcc-min()-X... numeric
@attribute -0.158fBodyBodyGyroJerkMag-skewness()-0.139fBodyBodyGyroJerkMag-kurtosis()+0.131fBodyGyro-bandsEnergy()-AC-1_8-0.125tBodyGyroMag-entropy()+0.124fBodyGyro-bandsEnergy()-AK-1_16... numeric
@attribute 0.146fBodyGyro-meanFreq()-Y+0.128tBodyGyro-arCoeff()-Y3+0.127tGravityAcc-mad()-X+0.127tGravityAcc-std()-X+0.127tBodyGyro-arCoeff()-Y1... numeric
@attribute 0.174tBodyAcc-arCoeff()-Y4+0.152tBodyAcc-arCoeff()-Z4-0.146tBodyAccJerk-arCoeff()-Y3+0.143tBodyAcc-arCoeff()-X4-0.14tBodyAcc-arCoeff()-Y3... numeric
@attribute 0.162fBodyGyro-skewness()-Z+0.155fBodyGyro-kurtosis()-Z+0.136fBodyGyro-skewness()-X+0.131fBodyGyro-kurtosis()-X-0.13tGravityAcc-iqr()-X... numeric
@attribute -0.142tBodyGyroJerk-arCoeff()-Y3+0.139fBodyAcc-bandsEnergy()-S-33_40+0.134fBodyAccJerk-bandsEnergy()-S-33_40+0.134tBodyGyro-arCoeff()-Y4+0.132fBodyAcc-bandsEnergy()-AB-25_48... numeric
@attribute -0.163fBodyGyro-bandsEnergy()-AN-49_64-0.16fBodyGyro-bandsEnergy()-AJ-57_64-0.157fBodyGyro-bandsEnergy()-AI-49_56-0.141fBodyGyro-bandsEnergy()-AM-33_48-0.14fBodyGyro-bandsEnergy()-AH-41_48... numeric
@attribute -0.246tBodyAcc-arCoeff()-Y3+0.224tBodyAccJerk-arCoeff()-Y2+0.175tBodyAccJerk-arCoeff()-X2+0.163tBodyAcc-arCoeff()-Y2-0.16tBodyAcc-arCoeff()-Z3... numeric
@attribute -0.177fBodyGyro-bandsEnergy()-H-57_64-0.167fBodyGyro-bandsEnergy()-L-49_64-0.156fBodyGyro-bandsEnergy()-A-1_8-0.154fBodyGyro-bandsEnergy()-G-49_56-0.145fBodyGyro-bandsEnergy()-I-1_16... numeric
@attribute 0.167tBodyGyro-arCoeff()-X3+0.147tBodyAcc-arCoeff()-Z4+0.141tBodyAcc-arCoeff()-Y3+0.136fBodyGyro-meanFreq()-X-0.131tBodyAccJerk-arCoeff()-Z3... numeric
@attribute '-0.249tBodyGyro-mean()-X+0.22 angle(tBodyGyroMean-gravityMean)+0.212tBodyGyro-mean()-Y-0.202tBodyAcc-arCoeff()-Z3-0.189tBodyAccJerk-arCoeff()-Z3...' numeric
@attribute 0.205tBodyAccJerk-arCoeff()-X2-0.187tBodyAcc-arCoeff()-X3-0.165tBodyGyro-mean()-X-0.161tBodyAccJerk-arCoeff()-X3+0.144tBodyAcc-arCoeff()-X2... numeric
@attribute 0.138tBodyAcc-arCoeff()-X3-0.135fBodyAcc-bandsEnergy()-Z-49_64-0.131fBodyAcc-bandsEnergy()-V-57_64+0.129tGravityAccMag-arCoeff()3+0.129tBodyAccMag-arCoeff()3... numeric
@attribute -0.203tBodyGyro-arCoeff()-X3+0.195tBodyAccJerk-arCoeff()-Y3+0.194tBodyAccJerk-arCoeff()-X2-0.183tBodyAcc-arCoeff()-X3-0.175tBodyAcc-arCoeff()-Y4... numeric
@attribute -0.229tBodyAcc-arCoeff()-Z3+0.222tBodyAccJerk-arCoeff()-Z2-0.212tBodyAccJerk-arCoeff()-Z3+0.209tBodyGyro-mean()-X+0.192tBodyAcc-arCoeff()-Z2... numeric
@attribute '0.26 tBodyGyro-arCoeff()-X3-0.226tBodyGyro-arCoeff()-X4-0.196tBodyGyroJerk-arCoeff()-X2+0.188tBodyGyroJerk-arCoeff()-X3+0.174tBodyGyro-mean()-X...' numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
5.997686,9.213463,0.886265,-2.144726,0.502978,-2.978647,-1.331496,-0.800568,-0.16411,2.002124,1.805552,0.13425,1.707538,0.231117,-0.227695,-0.566937,2.896543,0.3062,-2.206674,-0.164476,STANDING
8.406382,5.453671,0.87034,-1.425201,1.58587,-2.684579,1.463213,-2.596824,0.197491,1.001132,1.705928,1.400576,0.394464,-1.523141,0.548602,0.690128,1.720596,0.443853,-3.437874,0.781394,STANDING
11.268682,2.48046,-1.214242,-2.332559,2.301264,-2.330624,2.652525,0.281298,-2.395556,0.971739,0.018781,0.722086,1.054641,0.262188,1.238752,-0.831467,-1.104882,-0.872926,-1.622492,0.19953,STANDING
12.803764,4.002861,0.046772,-1.791167,3.86523,-1.791723,-0.705885,0.114535,-0.862871,1.045897,0.060785,-2.02277,1.498629,0.613248,-1.03388,0.68852,0.575902,-3.076463,-1.46054,-1.012462,STANDING
13.214397,1.741218,-1.452596,-2.493244,3.103425,-1.909178,-0.599155,-0.581403,-0.050175,0.605787,0.252137,-0.001439,1.821197,0.829155,-0.018021,0.91374,0.88522,-0.518552,-2.279408,0.746204,STANDING
12.785081,1.998273,-1.361274,-2.838224,3.13083,-0.907987,0.846308,-0.863334,-0.288949,-0.611824,-0.874251,0.698338,0.897523,1.14767,0.868553,-0.607557,1.696565,-2.931611,0.786893,0.24782,STANDING
10.580682,7.40249,0.262577,-2.791103,5.437174,-2.166299,-2.832144,0.78074,1.281918,1.42354,0.500375,-1.870184,-1.458389,-0.814707,3.925231,-1.24811,-0.289224,-2.675367,-0.197078,-0.377435,STANDING
7.368571,11.507009,-0.342659,-2.470461,4.548222,-3.075108,-4.789979,1.823492,1.285194,1.118411,0.77419,-0.76907,-1.403667,-2.339629,0.294498,0.873391,0.512249,-0.185887,-0.613963,0.073925,STANDING
8.558046,10.731978,-0.289706,-2.115793,4.764936,-4.880595,-4.48156,0.476409,1.036848,2.044459,1.407025,-1.319332,-0.418159,-3.281442,-0.233976,2.776859,2.158579,-1.348873,0.098326,0.742547,STANDING
13.06364,2.126552,-0.358751,-3.139033,5.041343,-2.521647,0.285504,-2.18533,-0.312491,-0.067259,0.951422,-0.65937,0.481721,-1.848626,2.897022,0.644546,1.523734,2.458124,0.842107,1.785926,STANDING
13.803052,0.442445,-0.887791,-3.478588,3.674053,-2.782161,-0.410799,-1.985084,-0.836811,-0.473509,1.270823,-0.804964,0.633707,-1.500956,4.665255,-0.115868,2.9844,1.619342,1.833917,1.715046,STANDING
15.682452,-2.032508,1.460753,-0.384874,2.659121,1.935994,-0.52243,-4.38781,1.11029,-3.84922,0.306807,0.141701,1.415712,-0.067663,1.719333,-0.237976,2.919742,2.026022,-0.600951,0.326618,STANDING
3.987273,14.766672,5.086437,2.973389,5.510435,-5.2339,3.51395,-5.227322,-5.201385,3.39435,1.765054,-0.780557,1.462579,-1.143725,-2.421855,-1.590702,0.017021,4.986048,-0.721678,-1.703506,STANDING
9.766199,6.800862,-0.520753,-1.750388,3.131741,-4.832191,0.99841,-0.630991,-1.287434,1.767579,-0.87079,-1.813245,0.170882,0.74886,1.447009,-1.895925,1.259296,-0.461225,1.426191,2.405106,STANDING
10.116178,2.661879,-3.839283,-4.359531,1.83047,-5.347942,-1.772118,3.762635,-1.671163,3.331949,0.905527,-1.629799,1.23742,-1.200692,0.845982,1.399355,-0.883871,3.530794,-1.191599,0.785544,STANDING
9.781486,2.985566,-4.033365,-4.520263,1.272939,-5.480687,-2.125496,3.844855,-0.723364,3.072525,0.907869,-0.559644,0.496332,-2.633384,-0.370694,1.458748,0.594551,2.887743,-0.604713,0.552908,STANDING
11.66272,1.485284,-3.36524,-3.833653,1.069694,-3.278179,-1.299411,1.938255,0.141952,2.412196,0.596943,0.329392,-0.635381,-2.948589,-0.687597,-0.467798,2.064828,1.617015,-0.432001,0.916107,STANDING
11.582346,-1.534636,-4.7462,-3.789291,0.645082,-3.068972,0.507983,1.152078,-1.219456,1.751006,0.209867,-0.334351,-0.071444,-0.127569,0.639226,1.624873,1.656694,1.797485,-0.772107,3.273165,STANDING
12.094514,-2.412531,-4.177697,-3.173665,0.343685,-3.376387,0.357517,0.529516,-0.26502,1.347652,0.041786,-0.064994,-0.101294,-0.602667,1.357335,2.289153,2.286667,1.988133,-0.609453,3.310852,STANDING
14.992905,-6.024515,-3.149522,-2.593455,0.670439,0.893505,1.151049,-0.680305,-1.532351,-0.777388,0.15987,0.59905,0.578,-0.050648,0.756664,1.282837,0.754023,2.747652,-0.828389,0.022075,STANDING
15.202817,-6.296525,-3.149645,-2.52504,1.42795,0.608875,0.99234,0.348877,-2.54481,-0.382541,0.547188,-0.516681,-0.106703,-1.87461,-0.283136,0.283409,0.135343,2.632738,-1.067413,-2.064052,STANDING
15.39976,-5.886986,-2.615017,-2.222689,1.58336,1.659721,0.753921,-2.316845,-1.695111,-0.65529,1.134352,-0.150818,0.97683,0.147224,0.142338,-1.080824,1.265864,1.980379,-2.310209,-0.335988,STANDING
15.524395,-7.121718,-2.701105,-2.311154,0.396594,1.834998,1.854664,-2.854087,-2.171843,-1.261437,0.595482,0.323378,1.160087,1.163234,0.575071,-0.715347,0.856224,1.882807,-1.639645,1.190757,STANDING
14.939865,-5.141703,-3.302896,-2.788547,1.188317,0.384514,1.849406,0.18106,-2.213249,-0.747119,-0.322691,2.20112,0.739064,-1.416711,-0.15999,-0.068085,1.619962,-0.530199,-0.206575,-1.104076,STANDING
15.167438,-6.507796,-3.517031,-3.187501,0.636425,0.506029,1.344234,0.157536,-1.170438,-0.16084,-0.219488,2.312894,0.015918,-2.422593,-0.640356,0.50831,3.64878,0.418757,-0.983051,-0.353426,STANDING
4.810383,9.470251,3.274761,4.329125,3.387519,-5.293309,6.73688,-5.122112,-5.465734,5.455427,1.843987,3.13851,-0.622452,-2.525546,-1.724434,-0.063707,0.142547,3.956855,-0.087813,-2.404559,SITTING
8.242401,7.367607,0.20723,-1.00493,-0.284079,-6.031364,-1.624097,2.685951,-1.319066,4.177528,0.488204,-0.347869,1.279304,-0.728616,0.515803,-3.164008,0.101876,0.678065,-1.894333,1.384318,SITTING
8.457818,9.65205,0.146878,-0.788772,-0.786404,-7.604366,-3.331876,4.693136,-0.788189,5.017099,0.606967,-1.819303,1.681505,1.327155,0.522977,0.150032,0.071483,-0.727354,-1.644813,1.424489,SITTING
13.621587,3.150591,3.376637,2.382778,0.885967,-1.687953,0.973769,-2.590691,0.924217,-2.080784,-1.057871,0.667715,1.838485,0.638465,0.323348,1.247444,-0.127356,-0.03124,-2.209956,1.667993,SITTING
14.861635,-1.728623,1.061441,0.579021,-0.438905,-0.208975,-0.065627,-1.353136,-0.249601,-0.489389,0.008026,0.442645,0.773224,0.240433,0.187644,-0.099809,1.231313,-1.184334,-1.371006,0.222307,SITTING
14.598245,-6.366,-2.736833,-1.095338,-3.028474,0.093487,2.133535,1.194484,-3.395923,0.277536,-0.250015,0.980096,-0.462472,1.037465,-0.065943,0.026693,0.86306,-1.16358,0.296982,0.664835,SITTING
12.216372,-2.978204,-4.548612,-2.971694,-3.544429,-5.073289,-1.052622,5.474659,-2.20988,5.025647,0.9315,2.279242,2.481605,0.365729,1.251737,-1.196466,1.563073,1.703071,-1.137024,-0.348414,SITTING
11.709688,-1.098387,-2.660589,-1.883156,-1.850517,-4.258645,-0.322896,1.605694,-1.109278,3.543473,0.880076,1.241764,1.063546,-1.015049,1.250783,-0.079423,3.483939,-3.098045,-0.294312,0.602838,SITTING
12.571044,-1.185237,-1.163489,-0.574325,-1.201199,-2.407002,-0.331294,0.040411,-1.590562,2.593535,1.019169,-0.650605,0.221806,-0.804818,0.695879,0.68163,3.56216,-4.638358,0.197784,1.679948,SITTING
14.506111,-1.831313,0.449169,0.631553,-1.244875,-1.575694,-0.670196,-0.912243,-1.863461,0.466238,0.915118,-1.387635,1.469939,1.130416,1.606817,-2.321523,0.826279,0.050486,-0.724066,0.498298,SITTING
12.199424,-1.290342,-3.305106,-1.431969,-2.958752,-6.092578,-2.389055,3.368892,-2.419055,4.815255,1.484958,-2.472804,1.837539,0.83289,0.554073,-1.035269,2.023126,3.850052,-2.541728,1.076071,SITTING
6.967642,10.751938,3.879394,-1.406507,4.304388,-3.440563,-0.608443,-1.714764,-0.079632,1.857097,0.412712,-1.359762,-0.792963,-3.123914,1.255062,-2.09483,0.341768,1.348909,-2.729682,-1.794075,SITTING
10.46597,7.015255,1.200518,-1.665072,3.289538,-3.216717,-1.643604,-1.356843,1.959368,-0.06484,-0.668002,-0.361514,0.85611,-0.546044,0.698031,-0.321172,0.612646,2.613129,-3.036042,0.398367,SITTING
12.261154,4.521405,1.59647,-1.459994,4.188823,-2.665921,0.886472,-1.577601,2.322535,-0.804748,-1.256186,2.088095,0.982178,-2.027692,0.591824,0.220519,2.531802,0.132786,-2.122319,-0.513278,SITTING
12.515688,-1.304686,-2.767555,-2.600385,0.618835,-1.39688,1.870828,1.087893,-0.744056,0.461792,-0.565972,1.739285,-1.033846,-0.81608,0.171679,0.937623,2.359908,-0.395254,-0.273972,0.891188,SITTING
12.35026,-4.58766,-5.408527,-2.479845,-2.586336,-3.028026,2.532398,0.61906,-1.783787,1.36295,0.500996,2.477227,-0.286752,-0.123628,0.961139,1.730685,3.85494,0.964208,-0.340478,1.536175,SITTING
11.471615,-2.091781,-4.425039,-3.208333,-1.175295,-3.488756,3.198149,0.413473,-1.259835,1.242238,-0.925961,3.611302,0.596883,0.748502,1.146947,1.747382,3.611632,-0.732648,0.436336,2.664566,SITTING
11.75199,-1.25016,-3.202561,-2.870697,-0.044697,-3.174808,2.60641,-0.058089,-0.543864,0.37027,-1.368477,2.885084,0.013414,-0.566506,1.094291,2.124895,4.546367,-0.759368,0.875747,2.4367,SITTING
13.885284,-2.521969,-1.098532,-1.526146,1.38241,-0.133961,2.947182,-2.331791,-0.131619,-1.437626,-1.128909,3.283716,1.388205,0.455313,-1.566927,-1.21376,2.026516,-0.502062,-2.178214,-0.333896,SITTING
14.209219,-3.637788,-1.50384,-1.820898,0.933034,-0.385847,3.699266,-1.510722,-1.008896,-1.394958,-1.245756,2.488072,0.288963,-0.264539,-1.178919,-0.785046,1.203447,-1.270374,-1.17104,-0.329783,SITTING
14.957819,-8.545109,-3.969568,-2.040269,-1.736262,-0.216936,3.615814,-1.167135,-2.483088,-0.328845,-0.296203,3.377104,1.279531,1.277207,0.997334,-0.448698,3.24823,0.689479,-0.580706,1.168768,SITTING
14.404826,-2.585586,-0.99283,-1.525032,0.609897,0.0467,1.526858,-1.432157,0.611536,-1.243683,-1.039087,2.713351,0.916174,0.978278,1.817728,-0.507136,2.411881,0.143739,0.402956,0.937642,SITTING
10.382933,4.397313,-2.964307,-2.476693,-0.230501,-5.028637,-3.895148,5.997352,-0.23406,4.652977,0.984099,2.990939,1.085657,-0.466366,-1.195584,0.328475,0.766717,0.576797,-0.552918,-0.2151,SITTING
8.634965,4.805817,4.21602,6.216877,-3.124797,-3.194262,4.184419,-0.016407,-1.164499,2.484984,0.362433,1.431453,-1.504454,0.737385,3.378111,-0.386828,-2.842314,-2.223614,-1.826889,2.460852,LAYING
12.081289,2.337817,3.678692,5.041097,-3.982791,-3.695459,0.772583,0.119656,0.941185,3.223719,0.301713,-0.338495,-0.397194,3.558117,5.023554,-0.289983,-1.201276,-2.054292,-1.79491,2.981564,LAYING
13.093408,-1.707746,1.474995,3.295364,-5.494839,-3.125518,1.154668,1.466909,0.985368,2.974303,-0.209927,1.477137,-1.154134,0.219359,3.917696,-0.793337,1.241087,-2.896142,-1.357216,1.933042,LAYING
13.113144,-3.592836,1.044664,3.618916,-7.20712,-1.194821,0.313742,1.001827,1.080784,0.913411,-0.084474,0.557528,-1.006472,1.094953,2.275811,-0.829415,1.029797,-0.94863,-1.637971,1.535796,LAYING
14.114092,-5.698405,-0.210851,3.987892,-7.371893,-2.402807,0.988374,0.237261,-0.870289,2.088813,0.691319,-0.629062,-1.070806,1.22783,2.425445,1.099086,1.963031,-2.921203,-1.562646,1.780618,LAYING
15.472274,-6.210945,1.135589,4.367463,-5.573184,-0.537395,1.840811,-0.191696,-0.776743,0.730806,-0.462379,1.768945,-0.317903,0.348955,2.222056,0.805375,1.354419,-2.73789,-1.89644,0.40901,LAYING
15.695777,-7.140659,-0.268484,3.190683,-6.16398,0.135854,1.654406,0.587172,-1.496461,1.682821,0.417433,0.902458,-0.563942,1.480933,2.935315,-0.23225,-0.308548,-0.668316,-1.762973,1.017753,LAYING
16.134825,-8.906035,-0.727974,2.717006,-6.897475,0.377218,1.778948,0.407667,-1.697179,1.745765,0.518642,0.503983,-1.322441,1.053857,3.205206,-0.80488,0.074748,-1.542968,-1.616055,0.53657,LAYING
16.032924,-9.90411,-2.231119,1.554856,-6.945283,-0.460481,0.558746,1.566161,-2.688442,2.228629,1.71221,0.474039,-0.579757,-0.3509,0.893637,1.111174,0.383484,0.895383,-2.506197,0.039983,LAYING
16.016609,-9.57866,-1.932991,1.954419,-7.376021,0.052889,0.043039,1.897065,-2.02273,2.555443,2.090778,0.586249,-0.693491,0.182972,1.118978,1.777282,-0.44984,1.309499,-3.564408,-0.103835,LAYING
15.84013,-9.657102,-1.983283,2.240595,-7.594031,0.457882,1.487705,1.605871,-2.62605,2.005067,1.023282,1.369115,-0.820263,1.132639,3.145306,-0.024686,0.014378,-0.213833,-0.923002,0.684452,LAYING
16.007018,-9.86843,-2.212423,1.195843,-6.560144,0.082626,1.669969,1.443977,-2.678619,2.761455,1.445348,1.399032,-1.684199,-0.663084,3.47711,-0.417237,0.993651,-0.890912,-0.611326,0.618054,LAYING
16.183548,-11.284721,-2.251315,2.181898,-7.006634,0.821748,1.748895,1.96199,-2.8958,1.974076,0.871552,1.51034,-0.797802,-0.434728,0.985762,-0.081921,-0.335103,0.193186,-1.825694,-0.762231,LAYING
14.780228,-6.468551,-1.03402,1.974821,-5.672584,-1.966217,1.308302,2.662624,-0.905007,2.818539,-0.121204,2.265948,-1.715746,-1.764234,2.264807,1.670187,-1.508741,0.132632,-1.333537,1.87798,LAYING
8.332303,9.118744,8.527482,8.594163,-0.829422,-5.157737,5.951553,-3.069902,-2.68668,0.73487,0.128202,1.799413,-1.122361,2.66772,3.654365,-1.676669,-2.230548,-0.989191,-1.8074,4.329105,LAYING
13.774442,2.380301,6.252942,6.341536,-2.482257,-0.902745,1.30946,-1.133895,2.419755,-0.205744,-2.579007,0.306763,-1.087967,0.577238,1.698948,1.03439,-1.865894,-3.664065,-3.524729,3.102087,LAYING
14.978737,-0.302598,4.201218,4.706454,-3.324486,0.779863,-1.192062,0.052875,2.16198,0.001722,-0.804389,0.469447,-0.997255,0.750295,2.164639,0.426216,-0.279609,-4.637805,-1.487731,1.52207,LAYING
15.168599,-1.924552,1.90494,3.024392,-4.515841,-0.791529,-1.567929,0.026437,0.958544,0.912219,0.073025,0.107127,0.145871,1.966085,3.0852,-1.231948,-0.105163,-2.469259,-1.285045,-0.31158,LAYING
15.977235,-6.25805,0.681129,2.576341,-4.722101,0.604807,-0.332281,-1.211632,0.051018,-0.297343,1.081404,-0.274683,-1.082421,-1.262643,1.845684,-0.358846,1.49082,-1.708558,-2.065031,-0.84481,LAYING
16.246592,-6.812226,0.954236,2.850066,-4.263145,1.975052,0.206069,-0.812802,-0.04729,-0.4092,0.56795,-0.521994,-1.057659,-0.064379,1.697818,-0.118456,1.274758,-1.793351,-1.360009,0.004086,LAYING
15.61298,-6.468605,-0.308422,1.911226,-4.98891,0.216774,1.144008,0.954858,-0.833119,0.700427,-0.242939,-0.28333,-1.099567,0.251809,2.719893,-1.84126,0.154574,0.057709,-0.833179,-0.281177,LAYING
15.354577,-6.591927,-1.048763,1.923884,-5.52958,0.503155,1.363073,1.389327,-1.189582,0.720599,-0.330194,0.433573,-0.960544,0.682714,2.204574,-1.206945,-0.592513,0.509091,-1.169143,0.842804,LAYING
15.519629,-6.255713,-0.92388,1.889651,-5.47778,0.599603,-0.743224,1.815495,-0.325862,1.74057,0.857971,1.470784,-0.219425,0.537317,0.977437,0.826651,0.314044,-0.126172,-2.007685,0.502989,LAYING
15.307401,-6.028915,-1.220845,1.561392,-5.379228,0.704683,-0.348963,1.968417,-0.06482,1.75787,0.522442,1.694306,-0.871639,-0.055837,0.52753,0.846767,0.801196,-0.679545,-2.031232,0.594211,LAYING
15.845901,-6.091503,0.112121,2.218995,-5.187717,0.90583,-0.541855,0.565605,0.056077,0.742377,0.617381,0.00427,-0.510746,0.334842,0.281955,1.737918,0.586995,-1.143074,-2.326811,1.266622,LAYING
15.901552,-5.950813,0.472218,2.943566,-4.968731,0.312339,-0.395332,0.425684,-0.408945,0.512152,0.971548,-0.636188,0.026175,-0.396926,0.301654,0.358564,-0.050319,-1.187821,-2.72548,-0.44526,LAYING
15.692363,-5.924104,0.210024,2.233509,-4.821533,1.067158,0.357092,-0.362022,-1.132402,1.008019,1.373046,-1.679375,-1.133997,0.752972,1.82119,-2.18307,-0.412928,-0.666609,-3.269842,-0.418943,LAYING
14.885776,-8.674463,-2.168963,1.305176,-6.696499,-1.733229,1.975535,0.815469,-2.437381,2.669586,1.547971,-0.270172,-1.268787,0.029832,4.406331,-0.878951,0.955959,-1.07553,-2.515424,1.053092,LAYING
-10.975211,5.579398,-4.650655,0.292054,-1.474416,-4.323267,-1.859938,-4.394442,-1.410937,-0.768764,-1.088991,1.386162,0.224964,-1.095319,3.057313,4.640314,3.421353,-2.302587,-2.403612,1.439478,WALKING
-10.448462,3.401617,-6.42518,0.737153,-1.225019,-3.241894,-2.417223,-4.505257,-0.852343,1.666279,-3.037983,0.040102,2.714724,-0.014182,1.651629,3.017898,3.120626,-2.296375,-2.190335,3.382904,WALKING
-11.989288,2.012631,-7.661567,0.537057,-2.050601,-4.4692,-1.319474,-3.60544,-0.444597,1.126174,-2.934787,2.106481,2.166272,-2.281859,1.865181,3.966017,0.845331,-0.483789,1.776009,2.263156,WALKING
-12.738968,2.368631,-6.746573,-1.391874,-2.487373,-5.142183,-0.954654,-3.646608,-0.962308,1.207385,-6.307432,2.846991,3.355095,-4.620234,3.500617,3.764688,2.133819,-0.572021,1.67909,3.455798,WALKING
-13.876093,1.545358,-6.467611,-1.637285,-3.155235,-4.891527,-2.435018,-6.145293,-2.234868,1.079287,-4.729439,-1.604975,3.32796,-1.653276,2.642029,2.044799,1.537311,0.581297,3.330186,1.475247,WALKING
-11.140254,0.831722,-5.486649,-1.675132,-1.847137,-3.636993,-1.570357,-5.4278,-3.873423,-0.128528,-3.586918,-2.882728,3.708054,-2.896336,3.562411,0.724576,1.469546,1.364342,0.233914,2.597386,WALKING
-6.710933,3.358796,-6.108949,-1.687208,-2.788481,-5.893094,-0.532295,-4.666319,-2.364355,-0.922223,-3.160956,-0.230774,2.038852,0.950278,2.156489,0.0574,1.332258,0.17711,0.066306,0.364687,WALKING
-7.589277,3.507991,-6.13257,-1.501121,-2.90363,-5.503434,0.234501,-4.270487,-0.978855,0.931831,-2.628738,-0.695594,1.644108,0.624267,2.018487,0.008103,2.245081,-1.735689,0.756055,0.30341,WALKING
-8.824504,3.818499,-6.484123,-0.552359,-2.769569,-3.887536,-1.067367,-3.231804,-0.817038,0.487664,-2.255461,-1.028293,1.115827,0.05564,1.882193,1.154276,3.858947,-2.806697,2.497078,1.60087,WALKING
-11.26282,2.052518,-7.212568,0.593115,-2.297509,-2.251563,-0.499768,-4.079529,-2.122093,-0.365305,-3.063958,-0.929444,1.506811,0.50319,1.720664,1.436714,0.984979,-1.944367,2.806186,2.96782,WALKING
-14.108674,-1.452238,-6.04648,0.487728,-3.013646,-3.203056,-1.165237,-7.242119,-2.35078,0.401674,-4.258739,0.148846,3.215464,-1.44123,0.320315,4.237833,-0.646931,-1.63108,-0.076921,2.490592,WALKING
-15.780854,-3.772649,-5.288113,1.144846,-2.222035,-2.490856,-1.963573,-9.478427,-2.767871,0.241752,-2.086906,-3.412603,2.395417,-1.880681,0.023827,4.118716,-2.242754,1.124279,-0.577746,2.789829,WALKING
-11.397314,-1.377498,-4.384758,0.382243,-2.127771,-2.466637,-0.764135,-7.03254,-2.996055,-1.64685,-1.499319,-4.024285,2.402984,-1.950166,-0.548416,1.626702,-1.244377,1.278921,-0.477534,3.110412,WALKING
-9.858682,-0.02389,-5.272565,-0.720491,-2.576864,-3.77005,-1.316567,-3.228398,-1.91343,0.148032,-1.017632,-2.624145,2.010488,-0.040425,1.597984,-1.046233,1.15976,2.290668,1.078176,2.741524,WALKING
-9.180282,-1.129132,-5.833652,-1.370467,-2.48451,-2.63963,-0.931945,-3.126929,-1.000329,-0.131968,-0.922096,-2.432055,1.148975,-0.421335,1.951523,0.057029,0.929667,3.665545,1.848095,2.504615,WALKING
-12.834768,0.490083,-5.471467,-0.592242,-2.455933,-4.851396,-1.352884,-4.040788,-2.482485,-1.630566,-1.733575,-0.634237,3.173733,-3.455923,1.021419,2.841352,-1.035767,1.994291,1.510895,2.116437,WALKING
-13.860551,0.674059,-5.33375,1.626524,-1.716009,-4.228094,-1.382301,-6.357542,-3.038988,-0.946767,-2.726232,-0.041223,1.665702,-1.404454,3.395972,4.437213,0.263241,-0.633652,-0.577128,2.152363,WALKING
-12.415567,0.53182,-5.860621,0.920255,-1.42839,-2.906421,-0.356713,-1.836662,-2.11291,-2.492397,-1.515371,0.89278,2.531086,-3.386624,-0.02287,2.918168,1.170897,-0.28172,-1.306204,1.565313,WALKING
-12.289435,0.694688,-6.636841,0.465472,-1.469138,-4.458186,-1.164097,-1.458933,-1.958655,-0.091233,-2.7641,2.725131,2.960063,-2.96742,-0.270874,1.611593,1.481884,0.443872,-0.394818,-0.083205,WALKING
-10.800777,0.907878,-6.660837,0.382302,-2.125753,-3.202568,-1.194802,-2.347473,-1.560189,-0.62109,-2.526295,0.40758,1.884637,-2.216029,-0.714454,1.224943,0.999051,-0.320605,-0.152587,-0.771074,WALKING
-10.049948,0.937812,-6.709517,0.049272,-2.490796,-3.302275,-1.245724,-4.296692,-0.768017,1.211333,-0.229989,-1.681361,1.393484,-1.703138,-1.968621,-0.023138,1.301012,2.235366,-0.625194,1.071488,WALKING
-9.575288,1.205529,-5.441244,0.633687,-1.544651,-1.227545,-0.511681,-4.2459,-1.182294,-0.431424,-1.213493,0.174251,0.971623,-2.303595,-0.422073,0.014558,1.014566,0.030132,1.688214,0.522461,WALKING
-9.593289,3.80651,-5.649834,-0.084088,-1.178981,-3.425969,-0.736818,-1.07159,-1.473131,-1.31444,-4.087533,3.833265,0.159136,-3.984708,0.984875,0.835129,0.814356,-2.445291,2.223949,-0.878258,WALKING
-12.247064,2.229109,-7.233752,-0.877273,-1.625211,-5.030258,-1.559472,-2.565416,-1.060676,0.959344,-2.371906,3.612663,0.928639,-3.620327,-0.043819,0.880174,-0.077853,-0.930797,-0.204212,-1.177162,WALKING
